"Source";"Target";"Weight"
"Mdh1";"Slc25a4";"0.642"
"Canx";"Slc25a4";"0.612"
"Slc25a4";"Atp5g1";"0.565"
"Rtn1";"Slc25a4";"0.637"
"Calm1";"Slc25a4";"0.691"
"Hsp90aa1";"Slc25a4";"0.562"
"Ckb";"Slc25a4";"0.687"
"Slc25a4";"Atp6v1a";"0.554"
"Ttc3";"Slc25a4";"0.512"
"Hsp90ab1";"Slc25a4";"0.555"
"Slc25a4";"Calm2";"0.771"
"Fth1";"Slc25a4";"0.508"
"Gm5514";"Slc25a4";"0.534"
"ENSMUSG00000083679";"Slc25a4";"0.677"
"Slc25a4";"ENSMUSG00000030695";"0.615"
"Slc25a4";"ENSMUSG00000025428";"0.675"
"Cpe";"Itm2b";"0.698"
"Fgf14";"Cpe";"0.529"
"Cpe";"Hspa8";"0.573"
"Cpe";"Dock3";"0.506"
"Cpe";"Gabra1";"0.618"
"Acaca";"Cpe";"0.529"
"Cpe";"Immp2l";"0.54"
"Mdga2";"Cpe";"0.566"
"Cpe";"Rtn1";"0.5"
"Ddx24";"Cpe";"0.564"
"Cpe";"Hsp90aa1";"0.502"
"Ckb";"Cpe";"0.553"
"Ttc3";"Cpe";"0.616"
"Dlgap1";"Cpe";"0.542"
"Cpe";"Ndfip1";"0.511"
"Wdr7";"Cpe";"0.503"
"ENSMUSG00000083679";"Cpe";"0.52"
"Cadps";"Eps15l1";"0.566"
"Kcnma1";"Eps15l1";"0.566"
"Nrg3";"Eps15l1";"0.511"
"Atp8a2";"Eps15l1";"0.532"
"Pcdh9";"Eps15l1";"0.513"
"Gria4";"Eps15l1";"0.513"
"Ntm";"Eps15l1";"0.514"
"Msi2";"Eps15l1";"0.568"
"Eps15l1";"Gpatch8";"0.503"
"Pde4d";"Eps15l1";"0.528"
"Akap6";"Eps15l1";"0.504"
"Meg3";"Eps15l1";"0.609"
"Trio";"Eps15l1";"0.516"
"Eps15l1";"Asap1";"0.539"
"Rbfox1";"Eps15l1";"0.609"
"Malat1";"Eps15l1";"0.549"
"ENSMUSG00000041670";"Eps15l1";"0.613"
"ENSMUSG00000097451";"Eps15l1";"0.515"
"Cadps";"Large1";"0.547"
"Nrg3";"Large1";"0.505"
"Atp8a2";"Large1";"0.518"
"Gria4";"Large1";"0.518"
"Ntm";"Large1";"0.563"
"Rora";"Large1";"0.529"
"Msi2";"Large1";"0.564"
"Large1";"Gpatch8";"0.53"
"Dip2c";"Large1";"0.522"
"Pde4d";"Large1";"0.509"
"Mdga2";"Large1";"0.513"
"Meg3";"Large1";"0.645"
"Trio";"Large1";"0.52"
"Large1";"Srrm2";"0.501"
"Dlgap1";"Large1";"0.539"
"Nrxn1";"Large1";"0.507"
"Malat1";"Large1";"0.575"
"ENSMUSG00000041670";"Large1";"0.532"
"Gm1821";"Tecr";"0.608"
"Mdh1";"Tecr";"0.573"
"Ubb";"Tecr";"0.62"
"Map1b";"Tecr";"0.565"
"Tecr";"Gm47441";"0.925"
"Mdga2";"Tecr";"0.502"
"Rtn1";"Tecr";"0.589"
"Meg3";"Tecr";"0.574"
"Cox6c";"Tecr";"0.504"
"Tecr";"Grina";"0.531"
"Ttc3";"Tecr";"0.509"
"Hsp90ab1";"Tecr";"0.525"
"Ndfip1";"Tecr";"0.515"
"Fth1";"Tecr";"0.57"
"Gm5514";"Tecr";"0.609"
"ENSMUSG00000083679";"Tecr";"0.524"
"Tecr";"ENSMUSG00000030695";"0.52"
"Glg1";"Scaper";"0.512"
"Glg1";"Acaca";"0.549"
"Glg1";"Nova1";"0.53"
"Glg1";"Oxct1";"0.58"
"Cntn1";"Glg1";"0.587"
"Ttc3";"Glg1";"0.569"
"Glg1";"Mapre2";"0.561"
"Glg1";"Wdr7";"0.544"
"Glg1";"ENSMUSG00000005506";"0.509"
"Grid1";"Cntnap4";"0.523"
"Pcdh9";"Cntnap4";"0.613"
"Mycbp2";"Cntnap4";"0.527"
"Fgf14";"Cntnap4";"0.531"
"Opcml";"Cntnap4";"0.649"
"Ntm";"Cntnap4";"0.63"
"Cntnap4";"Grik4";"0.52"
"Cntnap4";"Immp2l";"0.506"
"Mdga2";"Cntnap4";"0.6"
"Ctnnd2";"Cntnap4";"0.553"
"Cntnap4";"Csmd3";"0.523"
"Cntnap4";"Pi4ka";"0.508"
"Dlgap1";"Cntnap4";"0.515"
"Ube2e2";"Cadps";"0.601"
"Cadps";"Kcnma1";"0.589"
"Cadps";"Cacna1d";"0.53"
"Cadps";"Grid1";"0.514"
"Nrg3";"Cadps";"0.677"
"Cadps";"Atp8a2";"0.594"
"Cadps";"Tsc22d1";"0.547"
"Pcdh9";"Cadps";"0.608"
"Cadps";"Fgf14";"0.634"
"Gria4";"Cadps";"0.634"
"Cadps";"Ntm";"0.621"
"Cadps";"Nptn";"0.515"
"Cadps";"Rora";"0.527"
"Cadps";"Ehbp1";"0.539"
"Cadps";"Ccdc88a";"0.557"
"Cadps";"Eml6";"0.515"
"Cadps";"Gabrb2";"0.506"
"Cadps";"Specc1";"0.543"
"Cadps";"Msi2";"0.614"
"Cadps";"Gpatch8";"0.593"
"Cadps";"Nsf";"0.536"
"Cadps";"Dip2c";"0.516"
"Cadps";"Chrm3";"0.526"
"Cadps";"Ryr2";"0.523"
"Cadps";"Amph";"0.575"
"Map1b";"Cadps";"0.542"
"Cadps";"Mast4";"0.513"
"Cadps";"Srek1";"0.576"
"Pde4d";"Cadps";"0.677"
"Cadps";"Arl15";"0.503"
"Cadps";"Akap6";"0.558"
"Cadps";"Mdga2";"0.585"
"Cadps";"Gphn";"0.631"
"Meg3";"Cadps";"0.672"
"Cadps";"Trio";"0.613"
"Cadps";"Ctnnd2";"0.631"
"Cadps";"Asap1";"0.538"
"Cadps";"Tcf20";"0.502"
"Cadps";"Cntn1";"0.552"
"Cadps";"Rbfox1";"0.731"
"Cadps";"Grin2a";"0.58"
"Cadps";"App";"0.505"
"Dscam";"Cadps";"0.631"
"Cadps";"Park2";"0.535"
"Dlgap1";"Cadps";"0.553"
"Nrxn1";"Cadps";"0.578"
"Cadps";"Nrg2";"0.526"
"Cadps";"Malat1";"0.55"
"Cadps";"Ablim1";"0.551"
"Cadps";"ENSMUSG00000041670";"0.631"
"ENSMUSG00000097451";"Cadps";"0.565"
"Cadps";"ENSMUSG00000102657";"0.563"
"Cadps";"ENSMUSG00000013539";"0.51"
"Cadps";"ENSMUSG00000039652";"0.573"
"Ube2e2";"Nrg3";"0.55"
"Ube2e2";"Atp8a2";"0.56"
"Ube2e2";"Fgf14";"0.558"
"Ube2e2";"Gria4";"0.552"
"Ube2e2";"Rora";"0.512"
"Ube2e2";"Snap91";"0.521"
"Ube2e2";"Arhgap44";"0.51"
"Ube2e2";"Msi2";"0.549"
"Ube2e2";"Amph";"0.563"
"Ube2e2";"A330102I10Rik";"0.582"
"Ube2e2";"Rgs7bp";"0.512"
"Ube2e2";"Pde4d";"0.564"
"Ube2e2";"Mdga2";"0.511"
"Ube2e2";"Gphn";"0.557"
"Ube2e2";"Meg3";"0.567"
"Ube2e2";"Vps13b";"0.51"
"Ube2e2";"Asap1";"0.523"
"Ube2e2";"Rbfox1";"0.585"
"Ube2e2";"Dscam";"0.593"
"Ube2e2";"Park2";"0.512"
"Ube2e2";"Nrxn1";"0.534"
"Ube2e2";"Malat1";"0.53"
"Ube2e2";"Ablim1";"0.518"
"Ube2e2";"ENSMUSG00000037876";"0.532"
"Ube2e2";"ENSMUSG00000097451";"0.516"
"Nrg3";"Kcnma1";"0.578"
"Kcnma1";"Atp8a2";"0.574"
"Kcnma1";"Mir124a-1hg";"0.592"
"Pcdh9";"Kcnma1";"0.574"
"Mycbp2";"Kcnma1";"0.51"
"Fgf14";"Kcnma1";"0.544"
"Gria4";"Kcnma1";"0.553"
"Kcnma1";"Opcml";"0.513"
"Ntm";"Kcnma1";"0.554"
"Kcnma1";"Arhgef12";"0.544"
"Kcnma1";"Sik3";"0.513"
"Kcnma1";"Map2k5";"0.537"
"Rora";"Kcnma1";"0.512"
"Kcnma1";"Tmem108";"0.519"
"Kcnma1";"Ccdc88a";"0.503"
"Kcnma1";"Specc1";"0.58"
"Kcnma1";"Myo18a";"0.531"
"Kcnma1";"Vmp1";"0.531"
"Kcnma1";"Msi2";"0.687"
"Kcnma1";"Gpatch8";"0.557"
"Kcnma1";"Nsf";"0.588"
"Kcnma1";"Mapt";"0.502"
"Kcnma1";"Kansl1";"0.635"
"Kcnma1";"Prkar1a";"0.54"
"Kcnma1";"Snhg20";"0.536"
"Kcnma1";"Dip2c";"0.543"
"Kcnma1";"Atxn1";"0.671"
"Kcnma1";"Wnk2";"0.521"
"Map1b";"Kcnma1";"0.503"
"Kcnma1";"Mast4";"0.511"
"Kcnma1";"Srek1";"0.58"
"Pde4d";"Kcnma1";"0.576"
"Mdga2";"Kcnma1";"0.548"
"Kcnma1";"Gphn";"0.579"
"Meg3";"Kcnma1";"0.698"
"Kcnma1";"Trio";"0.527"
"Ctnnd2";"Kcnma1";"0.511"
"Kcnma1";"Asap1";"0.588"
"Rbfox1";"Kcnma1";"0.605"
"Kcnma1";"Tra2b";"0.52"
"Cadm2";"Kcnma1";"0.528"
"Kcnma1";"Son";"0.516"
"Dscam";"Kcnma1";"0.579"
"Kcnma1";"Park2";"0.591"
"Nrxn1";"Kcnma1";"0.574"
"Kcnma1";"Nrg2";"0.682"
"Kcnma1";"Malat1";"0.702"
"ENSMUSG00000041670";"Kcnma1";"0.589"
"Kcnma1";"ENSMUSG00000037876";"0.51"
"ENSMUSG00000097451";"Kcnma1";"0.609"
"Kcnma1";"ENSMUSG00000039652";"0.536"
"Grid1";"Fam208a";"0.51"
"Nrg3";"Fam208a";"0.551"
"Pcdh9";"Fam208a";"0.5"
"Mycbp2";"Fam208a";"0.509"
"Fam208a";"Acaca";"0.535"
"Fam208a";"Ddx24";"0.521"
"Fam208a";"Oxct1";"0.603"
"Fam208a";"Phf20l1";"0.503"
"Cntn1";"Fam208a";"0.665"
"Fam208a";"Pi4ka";"0.504"
"Ttc3";"Fam208a";"0.596"
"Pde10a";"Fam208a";"0.561"
"Fam208a";"Mapre2";"0.577"
"Fam208a";"Wdr7";"0.583"
"Fam208a";"Ldlrad4";"0.5"
"Fam208a";"ENSMUSG00000005506";"0.576"
"Nrg3";"Erc2";"0.623"
"Atp8a2";"Erc2";"0.508"
"Mycbp2";"Erc2";"0.528"
"Fgf14";"Erc2";"0.54"
"Gria4";"Erc2";"0.547"
"Ntm";"Erc2";"0.539"
"Sik3";"Erc2";"0.513"
"Rora";"Erc2";"0.535"
"Dock3";"Erc2";"0.52"
"Mdh1";"Erc2";"0.508"
"Erc2";"Luc7l3";"0.584"
"Dip2c";"Erc2";"0.503"
"Erc2";"Mast4";"0.502"
"Pde4d";"Erc2";"0.571"
"Myt1l";"Erc2";"0.54"
"Mdga2";"Erc2";"0.588"
"Meg3";"Erc2";"0.55"
"Cadm2";"Erc2";"0.643"
"Dscam";"Erc2";"0.549"
"Nrxn1";"Erc2";"0.631"
"Nrg3";"Cacna1d";"0.516"
"Chrm3";"Cacna1d";"0.509"
"Pde4d";"Cacna1d";"0.544"
"Meg3";"Cacna1d";"0.525"
"Nrxn1";"Cacna1d";"0.527"
"Nrg3";"Grid1";"0.565"
"Grid1";"Tsc22d1";"0.537"
"Pcdh9";"Grid1";"0.543"
"Grid1";"Dach1";"0.528"
"Grid1";"Mycbp2";"0.504"
"Grid1";"Fgf14";"0.542"
"Grid1";"Opcml";"0.628"
"Grid1";"Ntm";"0.593"
"Grid1";"Grik4";"0.563"
"Grid1";"Acaca";"0.535"
"Grid1";"Jarid2";"0.577"
"Grid1";"Hnrnpk";"0.579"
"Grid1";"Ntrk2";"0.502"
"Grid1";"Immp2l";"0.54"
"Grid1";"Akap6";"0.526"
"Grid1";"Mdga2";"0.544"
"Grid1";"Ttc7b";"0.554"
"Meg3";"Grid1";"0.529"
"Grid1";"Oxct1";"0.579"
"Grid1";"Ctnnd2";"0.527"
"Grid1";"Phf20l1";"0.552"
"Grid1";"Cntn1";"0.616"
"Grid1";"Grin2a";"0.506"
"Grid1";"Ttc3";"0.553"
"Dscam";"Grid1";"0.568"
"Grid1";"Pde10a";"0.623"
"Grid1";"Pja2";"0.518"
"Dlgap1";"Grid1";"0.565"
"Grid1";"Mapre2";"0.568"
"Grid1";"Wdr7";"0.591"
"Grid1";"ENSMUSG00000005506";"0.511"
"Nrg3";"Atp8a2";"0.577"
"Nrg3";"Xkr6";"0.565"
"Nrg3";"Tsc22d1";"0.57"
"Nrg3";"Pcdh9";"0.692"
"Nrg3";"Dach1";"0.572"
"Nrg3";"Mycbp2";"0.617"
"Nrg3";"Gpc6";"0.572"
"Nrg3";"Nalcn";"0.508"
"Nrg3";"Fgf14";"0.692"
"Nrg3";"Gria4";"0.661"
"Nrg3";"Opcml";"0.617"
"Nrg3";"Ntm";"0.71"
"Nrg3";"Grik4";"0.505"
"Nrg3";"Kmt2a";"0.564"
"Nrg3";"Sik3";"0.589"
"Nrg3";"Scaper";"0.516"
"Nrg3";"Nptn";"0.568"
"Nrg3";"Rora";"0.637"
"Nrg3";"Snap91";"0.622"
"Nrg3";"Stag1";"0.59"
"Nrg3";"Dock3";"0.543"
"Nrg3";"Rbm6";"0.518"
"Nrg3";"Rbms3";"0.523"
"Nrg3";"Ehbp1";"0.598"
"Nrg3";"Ccdc88a";"0.551"
"Nrg3";"Eml6";"0.58"
"Nrg3";"Psme4";"0.561"
"Nrg3";"Tenm2";"0.649"
"Nrg3";"Gabra1";"0.556"
"Nrg3";"Gabrb2";"0.516"
"Nrg3";"Specc1";"0.523"
"Nrg3";"Acaca";"0.504"
"Nrg3";"Msi2";"0.568"
"Nrg3";"Cdk12";"0.517"
"Nrg3";"Nsf";"0.533"
"Nrg3";"Mapt";"0.514"
"Nrg3";"Kansl1";"0.534"
"Nrg3";"Tanc2";"0.612"
"Nrg3";"Dip2c";"0.532"
"Nrg3";"Chrm3";"0.568"
"Nrg3";"Ryr2";"0.535"
"Nrg3";"A330102I10Rik";"0.509"
"Nrg3";"Jarid2";"0.544"
"Nrg3";"Map1b";"0.576"
"Nrg3";"Mast4";"0.559"
"Nrg3";"Srek1";"0.519"
"Nrg3";"Pde4d";"0.793"
"Nrg3";"Myt1l";"0.562"
"Nrg3";"Hdac9";"0.547"
"Nrg3";"Immp2l";"0.545"
"Nrg3";"Nova1";"0.507"
"Nrg3";"Akap6";"0.621"
"Nrg3";"Lrfn5";"0.552"
"Nrg3";"Mdga2";"0.698"
"Nrg3";"Gphn";"0.617"
"Nrg3";"Rbm25";"0.513"
"Nrg3";"Ttc7b";"0.539"
"Nrg3";"Ddx24";"0.532"
"Nrg3";"Meg3";"0.706"
"Nrg3";"Oxct1";"0.536"
"Nrg3";"Plcxd3";"0.534"
"Nrg3";"Zfr";"0.578"
"Nrg3";"Trio";"0.619"
"Nrg3";"Ctnnd2";"0.689"
"Nrg3";"Vps13b";"0.505"
"Nrg3";"Rims2";"0.504"
"Nrg3";"Phf20l1";"0.592"
"Nrg3";"Tnrc6b";"0.569"
"Nrg3";"Tcf20";"0.524"
"Nrg3";"Kif21a";"0.538"
"Nrg3";"Cntn1";"0.691"
"Nrg3";"Slc38a1";"0.502"
"Nrg3";"Rbfox1";"0.701"
"Nrg3";"Grin2a";"0.59"
"Nrg3";"Pi4ka";"0.568"
"Nrg3";"Cadm2";"0.592"
"Nrg3";"Ncam2";"0.611"
"Nrg3";"App";"0.52"
"Nrg3";"Ttc3";"0.648"
"Nrg3";"Dscam";"0.711"
"Nrg3";"Pde10a";"0.609"
"Nrg3";"Park2";"0.576"
"Nrg3";"Stk38";"0.505"
"Nrg3";"Ankrd12";"0.508"
"Nrg3";"Dlgap1";"0.61"
"Nrg3";"Lrpprc";"0.503"
"Nrg3";"Nrxn1";"0.729"
"Nrg3";"Apc";"0.525"
"Nrg3";"Wdr7";"0.579"
"Nrg3";"Ldlrad4";"0.548"
"Nrg3";"Tcf4";"0.568"
"Nrg3";"Ablim1";"0.604"
"Nrg3";"AC149090.1";"0.523"
"Nrg3";"ENSMUSG00000041670";"0.672"
"Nrg3";"ENSMUSG00000005506";"0.531"
"Nrg3";"ENSMUSG00000037876";"0.531"
"Nrg3";"ENSMUSG00000097451";"0.565"
"Nrg3";"ENSMUSG00000102657";"0.607"
"Nrg3";"ENSMUSG00000039652";"0.528"
"Gm1821";"Hspa8";"0.502"
"Gm1821";"Gm10123";"0.628"
"Gm1821";"Mdh1";"0.598"
"Gm1821";"Gabra1";"0.523"
"Gm1821";"Ubb";"0.967"
"Gm1821";"Gm47441";"0.596"
"Gm1821";"Rtn1";"0.622"
"Gm1821";"Calm1";"0.615"
"Gm1821";"Hsp90aa1";"0.577"
"Gm1821";"Ckb";"0.542"
"Gm1821";"Cox6c";"0.585"
"Ttc3";"Gm1821";"0.521"
"Gm1821";"Pacsin1";"0.559"
"Gm1821";"Hsp90ab1";"0.512"
"Gm1821";"Calm2";"0.548"
"Gm1821";"Fth1";"0.616"
"Gm1821";"Gm5514";"0.659"
"Gm1821";"ENSMUSG00000083679";"0.58"
"Gm1821";"ENSMUSG00000030695";"0.622"
"Mdh1";"Slc22a17";"0.516"
"Slc22a17";"Canx";"0.551"
"Atp8a2";"Xkr6";"0.524"
"Fgf14";"Atp8a2";"0.515"
"Gria4";"Atp8a2";"0.515"
"Ntm";"Atp8a2";"0.531"
"Atp8a2";"Arhgef12";"0.514"
"Atp8a2";"Sik3";"0.569"
"Atp8a2";"Msi2";"0.624"
"Atp8a2";"Gpatch8";"0.559"
"Atp8a2";"Nsf";"0.602"
"Atp8a2";"Ryr2";"0.532"
"Atp8a2";"Amph";"0.528"
"Atp8a2";"A330102I10Rik";"0.509"
"Atp8a2";"Mast4";"0.538"
"Pde4d";"Atp8a2";"0.571"
"Atp8a2";"Akap6";"0.513"
"Atp8a2";"Gphn";"0.551"
"Meg3";"Atp8a2";"0.616"
"Atp8a2";"Trio";"0.646"
"Atp8a2";"Rims2";"0.546"
"Rbfox1";"Atp8a2";"0.646"
"Grin2a";"Atp8a2";"0.507"
"Dscam";"Atp8a2";"0.608"
"Atp8a2";"Park2";"0.554"
"Dlgap1";"Atp8a2";"0.562"
"Nrxn1";"Atp8a2";"0.503"
"Atp8a2";"Nrg2";"0.56"
"Malat1";"Atp8a2";"0.561"
"ENSMUSG00000041670";"Atp8a2";"0.564"
"ENSMUSG00000097451";"Atp8a2";"0.512"
"Pde4d";"Xkr6";"0.523"
"Rbfox1";"Xkr6";"0.559"
"Ablim1";"Xkr6";"0.53"
"Mdh1";"Msra";"0.529"
"Atp5g1";"Msra";"0.57"
"Mdga2";"Msra";"0.518"
"Gria4";"Mir124a-1hg";"0.555"
"Mir124a-1hg";"Rabep1";"0.557"
"Msi2";"Mir124a-1hg";"0.522"
"Mir124a-1hg";"Gpatch8";"0.511"
"Meg3";"Mir124a-1hg";"0.633"
"Mir124a-1hg";"Tra2b";"0.5"
"Dlgap1";"Mir124a-1hg";"0.508"
"Nrg2";"Mir124a-1hg";"0.503"
"Malat1";"Mir124a-1hg";"0.659"
"Nsf";"Dpysl2";"0.55"
"Meg3";"Dpysl2";"0.558"
"Dscam";"Dpysl2";"0.503"
"Nrxn1";"Dpysl2";"0.508"
"ENSMUSG00000097451";"Dpysl2";"0.537"
"Dpysl2";"ENSMUSG00000013539";"0.506"
"Itm2b";"Hspa8";"0.614"
"Itm2b";"Mdh1";"0.611"
"Itm2b";"Gabra1";"0.544"
"Ubb";"Itm2b";"0.502"
"Itm2b";"Gm47441";"0.516"
"Mdga2";"Itm2b";"0.51"
"Itm2b";"Rtn1";"0.625"
"Itm2b";"Hsp90aa1";"0.589"
"Ckb";"Itm2b";"0.655"
"Ttc3";"Itm2b";"0.636"
"Itm2b";"Calm2";"0.502"
"Impact";"Itm2b";"0.518"
"Itm2b";"Ndfip1";"0.56"
"Tcf4";"Itm2b";"0.509"
"ENSMUSG00000083679";"Itm2b";"0.608"
"Itm2b";"ENSMUSG00000030695";"0.571"
"Pcdh9";"Tsc22d1";"0.522"
"Tsc22d1";"Dach1";"0.509"
"Tsc22d1";"Fgf14";"0.547"
"Tsc22d1";"Ntm";"0.528"
"Map1b";"Tsc22d1";"0.508"
"Tsc22d1";"Mdga2";"0.523"
"Meg3";"Tsc22d1";"0.513"
"Tsc22d1";"Ctnnd2";"0.562"
"Tsc22d1";"Cntn1";"0.598"
"Tsc22d1";"Ttc3";"0.58"
"Tsc22d1";"Ankrd12";"0.526"
"Tsc22d1";"Impact";"0.523"
"Tsc22d1";"Mapre2";"0.526"
"Tsc22d1";"Wdr7";"0.525"
"Tsc22d1";"ENSMUSG00000041670";"0.534"
"Rbfox1";"Vwa8";"0.545"
"Pcdh9";"Dach1";"0.501"
"Pcdh9";"Mycbp2";"0.525"
"Pcdh9";"Fgf14";"0.612"
"Pcdh9";"Cntn5";"0.537"
"Pcdh9";"Opcml";"0.637"
"Pcdh9";"Ntm";"0.599"
"Pcdh9";"Nptn";"0.501"
"Pcdh9";"Rora";"0.557"
"Pcdh9";"Rbms3";"0.642"
"Pcdh9";"Ccdc88a";"0.568"
"Pcdh9";"Eml6";"0.522"
"Pcdh9";"Tenm2";"0.541"
"Pcdh9";"Specc1";"0.519"
"Pcdh9";"Msi2";"0.569"
"Pcdh9";"Kansl1";"0.518"
"Pcdh9";"Tanc2";"0.542"
"Pcdh9";"Dip2c";"0.556"
"Pcdh9";"Chrm3";"0.525"
"Pcdh9";"Map1b";"0.579"
"Pcdh9";"Srek1";"0.523"
"Pcdh9";"Pde4d";"0.687"
"Pcdh9";"Nova1";"0.504"
"Pcdh9";"Akap6";"0.575"
"Pcdh9";"Ralgapa1";"0.512"
"Pcdh9";"Lrfn5";"0.605"
"Pcdh9";"Mdga2";"0.59"
"Pcdh9";"Gphn";"0.523"
"Pcdh9";"Meg3";"0.667"
"Pcdh9";"Oxct1";"0.522"
"Pcdh9";"Plcxd3";"0.59"
"Pcdh9";"Zfr";"0.557"
"Pcdh9";"Trio";"0.507"
"Pcdh9";"Ctnnd2";"0.586"
"Pcdh9";"Asap1";"0.511"
"Pcdh9";"Phf20l1";"0.516"
"Pcdh9";"Tnrc6b";"0.539"
"Pcdh9";"Kif21a";"0.507"
"Pcdh9";"Cntn1";"0.631"
"Pcdh9";"Slc38a1";"0.518"
"Pcdh9";"Rbfox1";"0.568"
"Pcdh9";"Grin2a";"0.574"
"Pcdh9";"Pi4ka";"0.507"
"Pcdh9";"Ncam2";"0.511"
"Pcdh9";"Dscam";"0.637"
"Pcdh9";"Pde10a";"0.598"
"Pcdh9";"Park2";"0.513"
"Pcdh9";"Efna5";"0.554"
"Pcdh9";"Dlgap1";"0.615"
"Pcdh9";"Lrpprc";"0.534"
"Pcdh9";"Nrxn1";"0.613"
"Pcdh9";"Dtna";"0.516"
"Pcdh9";"Nrg2";"0.563"
"Pcdh9";"Wdr7";"0.507"
"Pcdh9";"Malat1";"0.549"
"Pcdh9";"Ablim1";"0.613"
"Pcdh9";"ENSMUSG00000041670";"0.644"
"Pcdh9";"ENSMUSG00000037876";"0.5"
"Pcdh9";"ENSMUSG00000097451";"0.62"
"Pcdh9";"ENSMUSG00000102657";"0.515"
"Mdga2";"Klhl1";"0.506"
"Dach1";"Gpc6";"0.551"
"Dach1";"Acaca";"0.596"
"Dach1";"Oxct1";"0.626"
"Dach1";"Phf20l1";"0.521"
"Cntn1";"Dach1";"0.683"
"Ttc3";"Dach1";"0.558"
"Pde10a";"Dach1";"0.506"
"Dach1";"Impact";"0.52"
"Dach1";"Mapre2";"0.621"
"Dach1";"Wdr7";"0.657"
"Dach1";"ENSMUSG00000005506";"0.576"
"Dach1";"ENSMUSG00000102657";"0.504"
"Mycbp2";"Fgf14";"0.613"
"Gria4";"Mycbp2";"0.561"
"Mycbp2";"Opcml";"0.528"
"Mycbp2";"Ntm";"0.669"
"Mycbp2";"Grik4";"0.529"
"Mycbp2";"Rora";"0.558"
"Snap91";"Mycbp2";"0.501"
"Mycbp2";"Ehbp1";"0.563"
"Mycbp2";"Ccdc88a";"0.537"
"Mycbp2";"Gabra1";"0.509"
"Mycbp2";"Arhgap44";"0.533"
"Mycbp2";"Acaca";"0.527"
"Mycbp2";"Atp5g1";"0.547"
"Mycbp2";"Dip2c";"0.501"
"Mycbp2";"Ryr2";"0.566"
"Mycbp2";"A330102I10Rik";"0.557"
"Pde4d";"Mycbp2";"0.529"
"Mycbp2";"Immp2l";"0.594"
"Mycbp2";"Mdga2";"0.672"
"Meg3";"Mycbp2";"0.589"
"Mycbp2";"Ckb";"0.555"
"Mycbp2";"Oxct1";"0.518"
"Mycbp2";"Ctnnd2";"0.551"
"Mycbp2";"Ubr5";"0.514"
"Mycbp2";"Adcy8";"0.519"
"Mycbp2";"Phf20l1";"0.54"
"Mycbp2";"Cntn1";"0.571"
"Mycbp2";"Pi4ka";"0.542"
"Mycbp2";"App";"0.501"
"Mycbp2";"Ttc3";"0.614"
"Dscam";"Mycbp2";"0.602"
"Mycbp2";"Pde10a";"0.588"
"Nrxn1";"Mycbp2";"0.55"
"Mycbp2";"Tcf4";"0.532"
"Mycbp2";"ENSMUSG00000041670";"0.589"
"Mycbp2";"ENSMUSG00000025757";"0.512"
"Mycbp2";"ENSMUSG00000037876";"0.514"
"Mycbp2";"ENSMUSG00000102657";"0.514"
"Gphn";"Gpc6";"0.512"
"Meg3";"Gpc6";"0.508"
"Cntn1";"Gpc6";"0.507"
"Rbfox1";"Gpc6";"0.566"
"Grin2a";"Gpc6";"0.653"
"Dlgap1";"Gpc6";"0.593"
"ENSMUSG00000041670";"Gpc6";"0.598"
"ENSMUSG00000102657";"Gpc6";"0.512"
"Fam49b";"Nalcn";"0.509"
"Dscam";"Nalcn";"0.526"
"Nrxn1";"Nalcn";"0.571"
"Gria4";"Fgf14";"0.633"
"Fgf14";"Opcml";"0.559"
"Fgf14";"Ntm";"0.735"
"Fgf14";"Sik3";"0.516"
"Fgf14";"Nptn";"0.501"
"Fgf14";"Map2k5";"0.52"
"Fgf14";"Rora";"0.623"
"Fgf14";"Dock3";"0.533"
"Fgf14";"Clasp2";"0.507"
"Fgf14";"Ehbp1";"0.588"
"Fgf14";"Ccdc88a";"0.544"
"Fgf14";"Eml6";"0.535"
"Fgf14";"Psme4";"0.532"
"Fgf14";"Tenm2";"0.544"
"Fgf14";"Gabra1";"0.534"
"Fgf14";"Specc1";"0.526"
"Fgf14";"Ncor1";"0.546"
"Fgf14";"Acaca";"0.501"
"Fgf14";"Msi2";"0.63"
"Fgf14";"Tanc2";"0.504"
"Fgf14";"Dip2c";"0.58"
"Fgf14";"Ryr2";"0.575"
"Fgf14";"Cdk13";"0.507"
"Fgf14";"Amph";"0.506"
"Fgf14";"A330102I10Rik";"0.521"
"Map1b";"Fgf14";"0.507"
"Fgf14";"Mast4";"0.54"
"Fgf14";"Rgs7bp";"0.539"
"Pde4d";"Fgf14";"0.66"
"Fgf14";"Myt1l";"0.56"
"Fgf14";"Immp2l";"0.506"
"Fgf14";"Ralgapa1";"0.519"
"Fgf14";"Lrfn5";"0.556"
"Fgf14";"Mdga2";"0.732"
"Fgf14";"Gphn";"0.527"
"Fgf14";"Nrxn3";"0.551"
"Meg3";"Fgf14";"0.616"
"Fgf14";"Ctnnd2";"0.578"
"Fgf14";"Ubr5";"0.509"
"Fgf14";"Rims2";"0.529"
"Fgf14";"Csmd3";"0.635"
"Fgf14";"Phf20l1";"0.515"
"Fgf14";"Rbfox1";"0.557"
"Cadm2";"Fgf14";"0.608"
"Fgf14";"Ncam2";"0.581"
"Dscam";"Fgf14";"0.69"
"Fgf14";"Pde10a";"0.521"
"Dlgap1";"Fgf14";"0.619"
