"Source";"Target";"Weight"
"Mapt";"Kif1a";"0.513"
"Meg3";"Kif1a";"0.537"
"Malat1";"Kif1a";"0.516"
"Clasp1";"Nfasc";"0.526"
"Clasp1";"Mdm4";"0.55"
"Syt2";"Clasp1";"0.568"
"Clasp1";"Cop1";"0.508"
"Sptan1";"Clasp1";"0.588"
"Clasp1";"Mbd5";"0.58"
"Clasp1";"Galnt13";"0.507"
"Upp2";"Clasp1";"0.648"
"Clasp1";"Ryr3";"0.67"
"Clasp1";"Eif2ak4";"0.547"
"Clasp1";"Frmd5";"0.585"
"Clasp1";"Trpm7";"0.528"
"Ndrg3";"Clasp1";"0.615"
"Clasp1";"Chd6";"0.598"
"Clasp1";"Tenm1";"0.511"
"Clasp1";"Ctps2";"0.502"
"Clasp1";"Nmd3";"0.522"
"Clasp1";"Gria2";"0.56"
"Clasp1";"Gatad2b";"0.603"
"Ank2";"Clasp1";"0.625"
"Clasp1";"Unc5c";"0.505"
"Agbl4";"Clasp1";"0.523"
"Rsrp1";"Clasp1";"0.554"
"Clasp1";"Camta1";"0.568"
"Adam22";"Clasp1";"0.51"
"Clasp1";"Kmt2c";"0.545"
"Clasp1";"Rbm33";"0.561"
"Clasp1";"Rufy3";"0.593"
"Clasp1";"Atxn2";"0.676"
"Clasp1";"Galnt17";"0.562"
"Dync1i1";"Clasp1";"0.505"
"Clasp1";"Ica1";"0.502"
"Kcnd2";"Clasp1";"0.53"
"Clasp1";"Rbm28";"0.577"
"Clasp1";"Erc1";"0.582"
"Clasp1";"Fam168a";"0.554"
"Clasp1";"Smg1";"0.556"
"Syne1";"Clasp1";"0.507"
"Clasp1";"Slc35f1";"0.51"
"Clasp1";"Usp15";"0.584"
"Clasp1";"Cpe";"0.506"
"Clasp1";"Glg1";"0.583"
"Clasp1";"Fam208a";"0.57"
"Grid1";"Clasp1";"0.571"
"Nrg3";"Clasp1";"0.572"
"Pcdh9";"Clasp1";"0.516"
"Clasp1";"Dach1";"0.62"
"Mycbp2";"Clasp1";"0.568"
"Clasp1";"Opcml";"0.546"
"Clasp1";"Grik4";"0.517"
"Clasp1";"Csnk1g1";"0.594"
"Clasp1";"Nudcd3";"0.581"
"Clasp1";"Acaca";"0.621"
"Clasp1";"Cdk12";"0.557"
"Clasp1";"Prkar1a";"0.542"
"Clasp1";"Jarid2";"0.534"
"Pde4d";"Clasp1";"0.501"
"Clasp1";"Kidins220";"0.519"
"Clasp1";"Immp2l";"0.507"
"Clasp1";"Nova1";"0.599"
"Clasp1";"Akap6";"0.606"
"Clasp1";"Ttc7b";"0.561"
"Clasp1";"Ddx24";"0.614"
"Meg3";"Clasp1";"0.551"
"Clasp1";"Oxct1";"0.654"
"Ctnnd2";"Clasp1";"0.574"
"Cntn1";"Clasp1";"0.677"
"Slc38a1";"Clasp1";"0.565"
"Clasp1";"Pi4ka";"0.579"
"Ttc3";"Clasp1";"0.64"
"Pde10a";"Clasp1";"0.588"
"Clasp1";"Fer";"0.589"
"Pja2";"Clasp1";"0.526"
"Clasp1";"Impact";"0.539"
"Clasp1";"Mapre2";"0.69"
"Clasp1";"Wdr7";"0.725"
"ENSMUSG00000041670";"Clasp1";"0.544"
"Clasp1";"ENSMUSG00000005506";"0.51"
"Dpp10";"Ryr3";"0.503"
"Dpp10";"Tenm1";"0.502"
"Dpp10";"Il1rapl1";"0.536"
"Dpp10";"Il1rapl2";"0.588"
"Dpp10";"Lingo2";"0.575"
"Kcnd2";"Dpp10";"0.525"
"Dpp10";"Slc35f1";"0.503"
"Nrg1";"Dpp10";"0.511"
"Nrg3";"Dpp10";"0.517"
"Pcdh9";"Dpp10";"0.563"
"Dpp10";"Opcml";"0.555"
"Dpp10";"Nova1";"0.5"
"Dpp10";"Wdr7";"0.523"
"Mgat5";"Upp2";"0.565"
"Mgat5";"Ryr3";"0.593"
"Mgat5";"Frmd5";"0.548"
"Mgat5";"Tenm1";"0.517"
"Mgat5";"Rtl4";"0.509"
"Mgat5";"Vav3";"0.565"
"Ank2";"Mgat5";"0.609"
"Mgat5";"Lingo2";"0.52"
"Mgat5";"Sh3gl2";"0.58"
"Mgat5";"Agbl4";"0.537"
"Mgat5";"Rsrp1";"0.516"
"Adam22";"Mgat5";"0.51"
"Magi2";"Mgat5";"0.54"
"Mgat5";"Caln1";"0.563"
"Mgat5";"Galnt17";"0.512"
"Mgat5";"Ica1";"0.538"
"Mgat5";"Kcnd2";"0.503"
"Mgat5";"Tmem178b";"0.507"
"Ctnna2";"Mgat5";"0.524"
"Mgat5";"Syne1";"0.525"
"Mgat5";"Slc35f1";"0.581"
"Fam155a";"Mgat5";"0.524"
"Mgat5";"Nrg1";"0.55"
"Mgat5";"Stox2";"0.506"
"Mgat5";"Grid1";"0.541"
"Nrg3";"Mgat5";"0.595"
"Mgat5";"Pcdh9";"0.581"
"Mgat5";"Gpc6";"0.522"
"Mgat5";"Opcml";"0.551"
"Mgat5";"Ntm";"0.539"
"Mgat5";"Clasp2";"0.506"
"Mgat5";"Ryr2";"0.512"
"Pde4d";"Mgat5";"0.606"
"Mgat5";"Akap6";"0.517"
"Meg3";"Mgat5";"0.528"
"Mgat5";"Plcxd3";"0.52"
"Mgat5";"Ctnnd2";"0.534"
"Mgat5";"Cntn1";"0.512"
"Mgat5";"Rbfox1";"0.54"
"Dscam";"Mgat5";"0.53"
"Mgat5";"Pde10a";"0.587"
"Mgat5";"Wdr7";"0.513"
"Mgat5";"ENSMUSG00000041670";"0.517"
"Zcchc7";"Ccnt2";"0.518"
"Scn1a";"R3hdm1";"0.501"
"Snhg11";"R3hdm1";"0.586"
"Nlgn1";"R3hdm1";"0.506"
"Nbea";"R3hdm1";"0.522"
"Ank2";"R3hdm1";"0.525"
"Zcchc7";"R3hdm1";"0.55"
"Agbl4";"R3hdm1";"0.505"
"Macf1";"R3hdm1";"0.501"
"Magi2";"R3hdm1";"0.534"
"R3hdm1";"Ankrd17";"0.517"
"R3hdm1";"Fry";"0.515"
"Exoc4";"R3hdm1";"0.51"
"Ccser1";"R3hdm1";"0.601"
"Ctnna2";"R3hdm1";"0.513"
"Lrrtm4";"R3hdm1";"0.508"
"Ube3a";"R3hdm1";"0.576"
"Snhg14";"R3hdm1";"0.548"
"Dlg2";"R3hdm1";"0.516"
"Ank3";"R3hdm1";"0.508"
"Rmst";"R3hdm1";"0.535"
"Fam155a";"R3hdm1";"0.554"
"Kcnma1";"R3hdm1";"0.511"
"Erc2";"R3hdm1";"0.579"
"Nrg3";"R3hdm1";"0.542"
"Fgf14";"R3hdm1";"0.558"
"R3hdm1";"Snap91";"0.565"
"R3hdm1";"Tenm2";"0.564"
"R3hdm1";"Cdk13";"0.525"
"R3hdm1";"Srek1";"0.505"
"Pde4d";"R3hdm1";"0.528"
"Mdga2";"R3hdm1";"0.511"
"Meg3";"R3hdm1";"0.557"
"R3hdm1";"Vps13b";"0.504"
"Cadm2";"R3hdm1";"0.573"
"Nrxn1";"R3hdm1";"0.59"
"Fmn2";"Ubxn4";"0.513"
"Elavl4";"Ubxn4";"0.502"
"Rere";"Ubxn4";"0.588"
"Sparcl1";"Ubxn4";"0.51"
"Fam168a";"Ubxn4";"0.53"
"Ank3";"Ubxn4";"0.523"
"Fgf14";"Ubxn4";"0.515"
"Ncor1";"Ubxn4";"0.53"
"Nf1";"Ubxn4";"0.53"
"Lrfn5";"Ubxn4";"0.516"
"ENSMUSG00000039652";"Ubxn4";"0.521"
"Syt2";"Nfasc";"0.518"
"Esrrg";"Nfasc";"0.507"
"Frmd4a";"Nfasc";"0.556"
"Sptan1";"Nfasc";"0.515"
"Frmd5";"Nfasc";"0.546"
"4930402H24Rik";"Nfasc";"0.505"
"Snhg11";"Nfasc";"0.537"
"Il1rapl1";"Nfasc";"0.513"
"Nfasc";"5330434G04Rik";"0.517"
"Rtl4";"Nfasc";"0.608"
"Nbea";"Nfasc";"0.521"
"Nfasc";"Pde4dip";"0.517"
"Ank2";"Nfasc";"0.587"
"Agbl4";"Nfasc";"0.547"
"Macf1";"Nfasc";"0.578"
"Camta1";"Nfasc";"0.592"
"Adam22";"Nfasc";"0.501"
"Magi2";"Nfasc";"0.538"
"Lhfpl3";"Nfasc";"0.531"
"Caln1";"Nfasc";"0.562"
"Dync1i1";"Nfasc";"0.518"
"Nfasc";"Ica1";"0.534"
"Nfasc";"Ubn2";"0.504"
"Nfasc";"Luc7l2";"0.529"
"Nfasc";"Tmem178b";"0.533"
"Ctnna2";"Nfasc";"0.561"
"Bicd1";"Nfasc";"0.554"
"Dlg2";"Nfasc";"0.556"
"Rmst";"Nfasc";"0.518"
"Fam155a";"Nfasc";"0.595"
"Nfasc";"Large1";"0.509"
"Cadps";"Nfasc";"0.6"
"Grid1";"Nfasc";"0.526"
"Nrg3";"Nfasc";"0.535"
"Atp8a2";"Nfasc";"0.525"
"Pcdh9";"Nfasc";"0.563"
"Ntm";"Nfasc";"0.508"
"Nfasc";"A330102I10Rik";"0.544"
"Map1b";"Nfasc";"0.531"
"Pde4d";"Nfasc";"0.578"
"Nfasc";"Immp2l";"0.521"
"Mdga2";"Nfasc";"0.513"
"Nfasc";"Gphn";"0.528"
"Meg3";"Nfasc";"0.607"
"Trio";"Nfasc";"0.581"
"Ctnnd2";"Nfasc";"0.596"
"Cntn1";"Nfasc";"0.53"
"Rbfox1";"Nfasc";"0.544"
"Nfasc";"Pi4ka";"0.525"
"Nfasc";"Stxbp5l";"0.517"
"Dscam";"Nfasc";"0.529"
"Park2";"Nfasc";"0.538"
"Dlgap1";"Nfasc";"0.547"
"Nrg2";"Nfasc";"0.585"
"Wdr7";"Nfasc";"0.506"
"Malat1";"Nfasc";"0.557"
"ENSMUSG00000041670";"Nfasc";"0.504"
"Mdm4";"Cop1";"0.564"
"Mdm4";"Mbd5";"0.526"
"Upp2";"Mdm4";"0.524"
"Mdm4";"Ryr3";"0.563"
"Ndrg3";"Mdm4";"0.622"
"Mdm4";"Tenm1";"0.511"
"Mdm4";"C230004F18Rik";"0.513"
"Ank2";"Mdm4";"0.556"
"Rsrp1";"Mdm4";"0.543"
"Mdm4";"Rufy3";"0.501"
"Mdm4";"Atxn2";"0.536"
"Mdm4";"Galnt17";"0.53"
"Mdm4";"Rbm28";"0.62"
"Exoc4";"Mdm4";"0.544"
"Mdm4";"Erc1";"0.52"
"Mdm4";"Fam168a";"0.505"
"Mdm4";"Smg1";"0.505"
"Syne1";"Mdm4";"0.553"
"Mdm4";"Usp15";"0.528"
"Nrg1";"Mdm4";"0.5"
"Mdm4";"Fam208a";"0.568"
"Grid1";"Mdm4";"0.561"
"Tsc22d1";"Mdm4";"0.519"
"Mdm4";"Dach1";"0.568"
"Mdm4";"Acaca";"0.546"
"Mdm4";"Hnrnpk";"0.509"
"Mdm4";"Nova1";"0.544"
"Mdm4";"Oxct1";"0.613"
"Ctnnd2";"Mdm4";"0.546"
"Cntn1";"Mdm4";"0.646"
"Mdm4";"Impact";"0.503"
"Mdm4";"Mapre2";"0.606"
"Mdm4";"Wdr7";"0.614"
"Rufy3";"Kdm5b";"0.538"
"Syt2";"Nebl";"0.541"
"Syt2";"Sptan1";"0.516"
"Syt2";"Strbp";"0.532"
"Syt2";"Lrrc4c";"0.511"
"Syt2";"Frmd5";"0.551"
"Snhg11";"Syt2";"0.504"
"Syt2";"Chd6";"0.581"
"Syt2";"Rtl4";"0.52"
"Ank2";"Syt2";"0.611"
"Syt2";"Agbl4";"0.536"
"Syt2";"Camta1";"0.525"
"Syt2";"Cit";"0.516"
"Syt2";"Atxn2";"0.535"
"Syt2";"Caln1";"0.525"
"Syt2";"Dync1i1";"0.506"
"Syt2";"Exoc4";"0.517"
"Syt2";"Ubn2";"0.525"
"Syt2";"Luc7l2";"0.503"
"Ctnna2";"Syt2";"0.52"
"Ube3a";"Syt2";"0.522"
"Syt2";"Syne1";"0.511"
"Fam155a";"Syt2";"0.508"
"Syt2";"Kcnma1";"0.524"
"Nrg3";"Syt2";"0.509"
"Syt2";"Atp8a2";"0.528"
"Syt2";"Mycbp2";"0.539"
"Syt2";"Cdk12";"0.505"
"Syt2";"Snhg20";"0.515"
"Syt2";"A330102I10Rik";"0.516"
"Map1b";"Syt2";"0.558"
"Pde4d";"Syt2";"0.517"
"Mdga2";"Syt2";"0.523"
"Syt2";"Ttc7b";"0.509"
"Meg3";"Syt2";"0.583"
"Syt2";"Dync1h1";"0.505"
"Syt2";"Ctnnd2";"0.545"
"Syt2";"Cntn1";"0.514"
"Syt2";"Slc38a1";"0.511"
"Syt2";"Rbfox1";"0.505"
"Syt2";"Nrg2";"0.53"
"Syt2";"Malat1";"0.588"
"Nav1";"Esrrg";"0.533"
"Nav1";"A330023F24Rik";"0.523"
"Nav1";"Nebl";"0.521"
"Sptan1";"Nav1";"0.555"
"Scn1a";"Nav1";"0.543"
"B3galt1";"Nav1";"0.515"
"Frmd5";"Nav1";"0.557"
"Trpm7";"Nav1";"0.506"
"Snhg11";"Nav1";"0.587"
"Nav1";"Il1rapl1";"0.501"
"Ogt";"Nav1";"0.513"
"Nav1";"5330434G04Rik";"0.524"
"Nbea";"Nav1";"0.52"
"Sgip1";"Nav1";"0.505"
"Camta1";"Nav1";"0.583"
"Adam22";"Nav1";"0.541"
"Magi2";"Nav1";"0.565"
"Nav1";"Htt";"0.516"
"Nav1";"Chchd3";"0.543"
"Ctnna2";"Nav1";"0.56"
"Nav1";"Srgap3";"0.528"
"Nav1";"Atp2b2";"0.558"
"Ube3a";"Nav1";"0.55"
"Otud7a";"Nav1";"0.516"
"Nav1";"Apba2";"0.527"
"Nav1";"Rmst";"0.555"
"Fam155a";"Nav1";"0.629"
"Cadps";"Nav1";"0.527"
"Kcnma1";"Nav1";"0.585"
"Nrg3";"Nav1";"0.566"
"Nav1";"Mir124a-1hg";"0.6"
"Fgf14";"Nav1";"0.501"
"Gria4";"Nav1";"0.556"
"Ntm";"Nav1";"0.537"
"Nav1";"Sik3";"0.581"
"Nav1";"Rbm6";"0.561"
"Nav1";"Specc1";"0.563"
"Nav1";"Vmp1";"0.522"
"Nav1";"Msi2";"0.56"
"Nav1";"Nsf";"0.512"
"Nav1";"A330102I10Rik";"0.537"
"Map1b";"Nav1";"0.582"
"Pde4d";"Nav1";"0.539"
"Mdga2";"Nav1";"0.517"
"Nav1";"Gphn";"0.519"
"Meg3";"Nav1";"0.65"
"Nav1";"Trio";"0.522"
"Ctnnd2";"Nav1";"0.577"
"Nav1";"Asap1";"0.524"
"Dscam";"Nav1";"0.505"
"Nav1";"Park2";"0.573"
"Nav1";"Srrm2";"0.507"
"Dlgap1";"Nav1";"0.566"
"Nrxn1";"Nav1";"0.507"
"Nav1";"Nrg2";"0.502"
"Malat1";"Nav1";"0.537"
"ENSMUSG00000041670";"Nav1";"0.535"
"Nav1";"ENSMUSG00000037876";"0.543"
"ENSMUSG00000097451";"Nav1";"0.52"
"Aff2";"Acbd6";"0.509"
"Ank2";"Acbd6";"0.532"
"Lingo2";"Acbd6";"0.562"
"Agbl4";"Acbd6";"0.53"
"Rufy3";"Acbd6";"0.509"
"Nrg3";"Acbd6";"0.535"
"Pcdh9";"Acbd6";"0.502"
"Csnk1g1";"Acbd6";"0.554"
"Eml6";"Acbd6";"0.52"
"Phf20l1";"Acbd6";"0.511"
"Ttc3";"Acbd6";"0.525"
"Mapre2";"Acbd6";"0.502"
"Wdr7";"Acbd6";"0.547"
"Upp2";"Cop1";"0.531"
"Cop1";"Ryr3";"0.559"
"Cop1";"Sema6d";"0.553"
"Ndrg3";"Cop1";"0.562"
"Cop1";"Tenm1";"0.517"
"Cop1";"Dmd";"0.514"
"Rtl4";"Cop1";"0.517"
"Cop1";"Ctps2";"0.564"
"Ank2";"Cop1";"0.546"
"Cop1";"Dnajc6";"0.51"
"Cop1";"Rufy3";"0.587"
"Cop1";"Atxn2";"0.519"
"Cop1";"Rbm28";"0.517"
"Cop1";"Serinc1";"0.547"
"Nrg1";"Cop1";"0.548"
"Cop1";"Fam208a";"0.564"
"Grid1";"Cop1";"0.545"
"Cop1";"Dach1";"0.53"
"Cop1";"Acaca";"0.552"
"Cop1";"Hnrnpk";"0.514"
"Cop1";"Nova1";"0.545"
"Cop1";"Oxct1";"0.551"
"Cop1";"Cdh10";"0.594"
"Cntn1";"Cop1";"0.62"
"Ttc3";"Cop1";"0.552"
"Pde10a";"Cop1";"0.526"
"Cop1";"Impact";"0.58"
"Cop1";"Mapre2";"0.618"
"Cop1";"Wdr7";"0.61"
"Snhg11";"Gas5";"0.574"
"Stmn3";"Gas5";"0.598"
"Ndufa4";"Gas5";"0.571"
"Atp6v0c-ps2";"Gas5";"0.501"
"Ube3a";"Gas5";"0.599"
"Bsg";"Gas5";"0.508"
"Zfp599";"Gas5";"0.535"
"Gm10123";"Gas5";"0.556"
"Calm1";"Gas5";"0.572"
"Meg3";"Gas5";"0.536"
"Ckb";"Gas5";"0.565"
"Son";"Gas5";"0.53"
"Calm2";"Gas5";"0.508"
"Malat1";"Gas5";"0.573"
"ENSMUSG00000083679";"Gas5";"0.575"
"Lrrc4c";"Dnm3";"0.503"
"Frmd5";"Dnm3";"0.558"
"Nlgn1";"Dnm3";"0.547"
"Agbl4";"Dnm3";"0.554"
"Pclo";"Dnm3";"0.539"
"Dync1i1";"Dnm3";"0.509"
"Rmst";"Dnm3";"0.505"
"Zmat4";"Dnm3";"0.514"
"Nrg3";"Dnm3";"0.535"
"Fgf14";"Dnm3";"0.515"
"Cep70";"Dnm3";"0.525"
"Ehbp1";"Dnm3";"0.529"
"Mdga2";"Dnm3";"0.515"
"Meg3";"Dnm3";"0.55"
"Fam49b";"Dnm3";"0.505"
"Dscam";"Dnm3";"0.588"
"ENSMUSG00000102657";"Dnm3";"0.545"
"Snhg11";"Kifap3";"0.571"
"Zranb2";"Kifap3";"0.512"
"Luc7l2";"Kifap3";"0.509"
"Ccser1";"Kifap3";"0.529"
"Ube3a";"Kifap3";"0.558"
"Zfp599";"Kifap3";"0.5"
"Msi2";"Kifap3";"0.5"
"Kifap3";"Kansl1";"0.525"
"Kifap3";"Snhg20";"0.506"
"Kifap3";"Rgs7bp";"0.511"
"Meg3";"Kifap3";"0.568"
"Kifap3";"Asap1";"0.529"
"Kifap3";"Pi4ka";"0.503"
"Malat1";"Kifap3";"0.569"
"Upp2";"Atp1b1";"0.531"
"Atp1b1";"Scg5";"0.592"
"Atp1b1";"Snap25";"0.591"
"Snhg11";"Atp1b1";"0.51"
"Atp1b1";"Stmn3";"0.56"
"Atp1b1";"Tspan7";"0.591"
"Atp1b1";"Maged1";"0.577"
"Nlgn1";"Atp1b1";"0.502"
"Atp1b1";"Glrb";"0.501"
"Atp1b1";"Camk2d";"0.547"
"Atp1b1";"Nfib";"0.527"
"Rsrp1";"Atp1b1";"0.501"
"Atp1b1";"Eno1";"0.521"
"Atp1b1";"Dpp6";"0.526"
"Atp1b1";"Ociad1";"0.614"
"Atp1b1";"Sparcl1";"0.503"
"Atp1b1";"Cplx1";"0.543"
"Atp1b1";"Atp6v0c-ps2";"0.636"
"Atp1b1";"Ldhb";"0.519"
"Atp1b1";"Atp1a3";"0.618"
"Ube3a";"Atp1b1";"0.541"
"Serinc1";"Atp1b1";"0.526"
"Atp1b1";"Bsg";"0.73"
"Atp1b1";"Slc25a3";"0.547"
"Atp1b1";"Cpe";"0.697"
"Atp1b1";"Slc22a17";"0.501"
"Atp1b1";"Itm2b";"0.723"
"Atp1b1";"Klhl1";"0.513"
"Fgf14";"Atp1b1";"0.541"
"Atp1b1";"Hspa8";"0.657"
"Atp1b1";"Tspan3";"0.636"
"Atp1b1";"Dock3";"0.56"
"Atp1b1";"Mdh1";"0.554"
"Atp1b1";"Gabra1";"0.646"
"Mdga2";"Atp1b1";"0.585"
"Atp1b1";"Hsp90aa1";"0.582"
"Atp1b1";"Ckb";"0.567"
"Atp1b1";"Cox6c";"0.509"
"Atp1b1";"Mir99ahg";"0.535"
"Atp1b1";"Ncam2";"0.518"
"Ttc3";"Atp1b1";"0.521"
"Atp1b1";"CT010467.1";"0.583"
"Ndfip1";"Atp1b1";"0.615"
"Atp1b1";"Gm5514";"0.509"
"Atp1b1";"ENSMUSG00000083679";"0.542"
"Fmn2";"Phf21a";"0.54"
"Ryr3";"Fmn2";"0.528"
"Ank2";"Fmn2";"0.58"
"Camta1";"Fmn2";"0.546"
"Rufy3";"Fmn2";"0.524"
"Galnt17";"Fmn2";"0.506"
"Rbm28";"Fmn2";"0.515"
"Fmn2";"Snrpn";"0.562"
"Fmn2";"Me3";"0.514"
"Fam168a";"Fmn2";"0.559"
"Syne1";"Fmn2";"0.524"
"Cadps";"Fmn2";"0.526"
"Nrg3";"Fmn2";"0.538"
"Tsc22d1";"Fmn2";"0.52"
"Dach1";"Fmn2";"0.513"
"Opcml";"Fmn2";"0.521"
"Ntm";"Fmn2";"0.512"
"Fmn2";"Csnk1g1";"0.511"
"Pde4d";"Fmn2";"0.514"
"Akap6";"Fmn2";"0.53"
"Ctnnd2";"Fmn2";"0.553"
"Cntn1";"Fmn2";"0.555"
"Fmn2";"Lrpprc";"0.518"
"Nlgn1";"Rgs7";"0.506"
"Nbea";"Rgs7";"0.513"
"Rgs7";"Macf1";"0.516"
"Anks1b";"Rgs7";"0.51"
"Fam155a";"Rgs7";"0.515"
"Erc2";"Rgs7";"0.533"
"Nrg3";"Rgs7";"0.503"
"Rgs7";"Sik3";"0.522"
"Rgs7";"Clasp2";"0.526"
"Rgs7";"Tanc2";"0.507"
"Mdga2";"Rgs7";"0.513"
"Macf1";"Akt3";"0.534"
"Magi2";"Akt3";"0.521"
"Ccser1";"Akt3";"0.518"
"Nrg3";"Akt3";"0.543"
"Fgf14";"Akt3";"0.51"
"Pde4d";"Akt3";"0.505"
"Mdga2";"Akt3";"0.53"
"Meg3";"Akt3";"0.501"
"Ctnnd2";"Akt3";"0.529"
"Dlgap1";"Akt3";"0.511"
"Atrx";"Smyd3";"0.509"
"Frmd4a";"Esrrg";"0.537"
"Esrrg";"Nebl";"0.582"
"Sptan1";"Esrrg";"0.553"
"Esrrg";"Fnbp1";"0.536"
"Esrrg";"Strbp";"0.557"
"Rbms1";"Esrrg";"0.57"
"Scn1a";"Esrrg";"0.515"
"B3galt1";"Esrrg";"0.563"
"Lrrc4c";"Esrrg";"0.508"
"Frmd5";"Esrrg";"0.507"
"Trpm7";"Esrrg";"0.507"
"Snhg11";"Esrrg";"0.571"
"Esrrg";"Il1rapl1";"0.541"
"Esrrg";"5330434G04Rik";"0.541"
"Esrrg";"Nhs";"0.512"
"Esrrg";"Frmpd4";"0.51"
"Ank2";"Esrrg";"0.627"
"Lingo2";"Esrrg";"0.587"
"Sgip1";"Esrrg";"0.551"
"Esrrg";"Osbpl9";"0.556"
"Macf1";"Esrrg";"0.563"
"Camta1";"Esrrg";"0.66"
"Adam22";"Esrrg";"0.525"
"Magi2";"Esrrg";"0.737"
"Esrrg";"Lhfpl3";"0.746"
"Esrrg";"Pcdh7";"0.614"
"Esrrg";"Cit";"0.516"
"Dync1i1";"Esrrg";"0.565"
"Esrrg";"Chchd3";"0.561"
"Esrrg";"Tmem178b";"0.509"
"Esrrg";"Herc3";"0.502"
"Ccser1";"Esrrg";"0.516"
"Ctnna2";"Esrrg";"0.558"
"Esrrg";"Srgap3";"0.537"
"Esrrg";"Atp2b2";"0.537"
"Esrrg";"Bicd1";"0.593"
"Ube3a";"Esrrg";"0.565"
"Esrrg";"Apba2";"0.568"
"Dlg2";"Esrrg";"0.616"
"Esrrg";"Hivep2";"0.507"
"Ank3";"Esrrg";"0.523"
"Esrrg";"Syt1";"0.546"
"Fam155a";"Esrrg";"0.674"
"Esrrg";"Myo16";"0.538"
"Esrrg";"Eps15l1";"0.563"
"Cadps";"Esrrg";"0.643"
"Ube2e2";"Esrrg";"0.566"
"Kcnma1";"Esrrg";"0.669"
"Nrg3";"Esrrg";"0.565"
"Esrrg";"Atp8a2";"0.546"
"Esrrg";"Mir124a-1hg";"0.526"
"Pcdh9";"Esrrg";"0.584"
"Fgf14";"Esrrg";"0.554"
"Gria4";"Esrrg";"0.553"
"Ntm";"Esrrg";"0.52"
"Esrrg";"Sik3";"0.544"
"Esrrg";"Tmem108";"0.586"
"Ehbp1";"Esrrg";"0.507"
"Esrrg";"Specc1";"0.587"
"Esrrg";"Msi2";"0.724"
"Esrrg";"Gpatch8";"0.561"
"Esrrg";"Kansl1";"0.561"
"Esrrg";"Amph";"0.556"
"Esrrg";"A330102I10Rik";"0.52"
"Esrrg";"Atxn1";"0.553"
"Esrrg";"Wnk2";"0.503"
"Map1b";"Esrrg";"0.542"
"Esrrg";"Mast4";"0.534"
"Esrrg";"Srek1";"0.542"
"Pde4d";"Esrrg";"0.563"
"Mdga2";"Esrrg";"0.518"
"Esrrg";"Gphn";"0.622"
"Esrrg";"Foxn3";"0.551"
"Meg3";"Esrrg";"0.613"
"Esrrg";"Trio";"0.562"
"Ctnnd2";"Esrrg";"0.574"
"Esrrg";"Asap1";"0.639"
"Esrrg";"Tcf20";"0.551"
"Rbfox1";"Esrrg";"0.626"
"Esrrg";"Pi4ka";"0.525"
"Dscam";"Esrrg";"0.581"
"Esrrg";"Park2";"0.626"
"Rcan2";"Esrrg";"0.537"
"Dlgap1";"Esrrg";"0.551"
"Nrxn1";"Esrrg";"0.546"
"Esrrg";"Nrg2";"0.629"
"Malat1";"Esrrg";"0.598"
"ENSMUSG00000041670";"Esrrg";"0.558"
"Esrrg";"ENSMUSG00000037876";"0.582"
"ENSMUSG00000097451";"Esrrg";"0.623"
"ENSMUSG00000102657";"Esrrg";"0.522"
"Scn1a";"A330023F24Rik";"0.537"
"Sgip1";"A330023F24Rik";"0.507"
"Camta1";"A330023F24Rik";"0.542"
"Magi2";"A330023F24Rik";"0.542"
"Atp2b2";"A330023F24Rik";"0.516"
"Ube3a";"A330023F24Rik";"0.504"
"Otud7a";"A330023F24Rik";"0.503"
"A330023F24Rik";"Me3";"0.573"
"Fam155a";"A330023F24Rik";"0.558"
"Cadps";"A330023F24Rik";"0.53"
"Kcnma1";"A330023F24Rik";"0.531"
"Dock3";"A330023F24Rik";"0.502"
"A330023F24Rik";"Gphn";"0.569"
"Meg3";"A330023F24Rik";"0.536"
"Ctnnd2";"A330023F24Rik";"0.515"
"Cadm2";"A330023F24Rik";"0.512"
"Dscam";"A330023F24Rik";"0.502"
"Nrxn1";"A330023F24Rik";"0.503"
"Frmd4a";"Nebl";"0.587"
"Frmd4a";"Sptan1";"0.505"
"Frmd4a";"Fnbp1";"0.514"
"Frmd4a";"Strbp";"0.533"
"Frmd4a";"Rbms1";"0.567"
"Scn1a";"Frmd4a";"0.538"
"Frmd4a";"Lrrc4c";"0.545"
"Frmd4a";"Frmd5";"0.527"
"Frmd4a";"4930402H24Rik";"0.538"
"Snhg11";"Frmd4a";"0.57"
"Frmd4a";"Il1rapl1";"0.544"
"Nlgn1";"Frmd4a";"0.532"
"Frmd4a";"Nbea";"0.545"
"Frmd4a";"2810403A07Rik";"0.501"
"Frmd4a";"Pde4dip";"0.536"
"Frmd4a";"Vav3";"0.512"
"Ank2";"Frmd4a";"0.582"
"Frmd4a";"Chd7";"0.534"
"Frmd4a";"Zcchc7";"0.5"
"Frmd4a";"Sh3gl2";"0.565"
"Frmd4a";"Sgip1";"0.614"
"Frmd4a";"Agbl4";"0.567"
"Frmd4a";"Macf1";"0.593"
"Frmd4a";"Camta1";"0.603"
"Magi2";"Frmd4a";"0.694"
"Frmd4a";"Lhfpl3";"0.558"
"Frmd4a";"Srpk2";"0.604"
"Frmd4a";"Pcdh7";"0.522"
"Frmd4a";"Caln1";"0.538"
"Frmd4a";"Tmem178b";"0.504"
"Frmd4a";"Ccser1";"0.583"
