"Source";"Target";"Weight"
"Snap25";"Ldhb";"0.536"
"Snap25";"Atp1a3";"0.526"
"Snap25";"Gabrb3";"0.53"
"Ube3a";"Snap25";"0.645"
"Snhg14";"Snap25";"0.532"
"Otud7a";"Snap25";"0.5"
"Dlg2";"Snap25";"0.502"
"Anks1b";"Snap25";"0.561"
"Snap25";"Slc25a3";"0.651"
"Snap25";"Atp5b";"0.546"
"Fam155a";"Snap25";"0.553"
"Zmat4";"Snap25";"0.525"
"Snap25";"Slc25a4";"0.613"
"Snap25";"Cpe";"0.511"
"Cadps";"Snap25";"0.554"
"Ube2e2";"Snap25";"0.519"
"Erc2";"Snap25";"0.527"
"Nrg3";"Snap25";"0.56"
"Snap25";"Dpysl2";"0.556"
"Snap25";"Itm2b";"0.508"
"Mycbp2";"Snap25";"0.518"
"Fgf14";"Snap25";"0.58"
"Gria4";"Snap25";"0.57"
"Ntm";"Snap25";"0.542"
"Snap25";"Hspa8";"0.676"
"Snap25";"Tspan3";"0.505"
"Snap25";"Pkm";"0.613"
"Snap25";"Snap91";"0.539"
"Snap25";"Rasgrf1";"0.532"
"Snap25";"Mdh1";"0.62"
"Ehbp1";"Snap25";"0.592"
"Gabra1";"Snap25";"0.543"
"Snap25";"Vmp1";"0.546"
"Snap25";"Luc7l3";"0.526"
"Snap25";"Gm10039";"0.518"
"Nsf";"Snap25";"0.546"
"Snap25";"Ryr2";"0.508"
"Map1b";"Snap25";"0.561"
"Snap25";"Rgs7bp";"0.538"
"Pde4d";"Snap25";"0.509"
"Mdga2";"Snap25";"0.619"
"Snap25";"Gphn";"0.551"
"Calm1";"Snap25";"0.511"
"Meg3";"Snap25";"0.565"
"Snap25";"Hsp90aa1";"0.555"
"Ckb";"Snap25";"0.613"
"Ctnnd2";"Snap25";"0.52"
"Fam49b";"Snap25";"0.526"
"Asap1";"Snap25";"0.505"
"Snap25";"App";"0.583"
"Ttc3";"Snap25";"0.56"
"Dscam";"Snap25";"0.526"
"Snap25";"Srrm2";"0.515"
"Snap25";"CT010467.1";"0.566"
"Calm2";"Snap25";"0.571"
"Nrxn1";"Snap25";"0.549"
"Snap25";"Gm5514";"0.522"
"ENSMUSG00000083679";"Snap25";"0.599"
"Snap25";"ENSMUSG00000030695";"0.555"
"ENSMUSG00000102657";"Snap25";"0.516"
"Snap25";"ENSMUSG00000025428";"0.554"
"Snhg11";"Banf2";"0.528"
"Tenm2";"Banf2";"0.581"
"Snph";"Ralgapa2";"0.544"
"Snhg11";"Ralgapa2";"0.516"
"Camta1";"Ralgapa2";"0.51"
"Ube3a";"Ralgapa2";"0.505"
"Nrg3";"Ralgapa2";"0.515"
"Gria4";"Ralgapa2";"0.518"
"Ntm";"Ralgapa2";"0.508"
"Ehbp1";"Ralgapa2";"0.506"
"Mast4";"Ralgapa2";"0.508"
"Mdga2";"Ralgapa2";"0.533"
"Pnisr";"Xrn2";"0.504"
"Canx";"Xrn2";"0.5"
"Fam49b";"Xrn2";"0.507"
"Snhg11";"Snph";"0.559"
"Chd6";"Snph";"0.524"
"Snph";"Idh3g";"0.524"
"Ank2";"Snph";"0.514"
"Snph";"Pnisr";"0.509"
"Snph";"Camta1";"0.51"
"Snph";"Magi1";"0.54"
"Snph";"Gabrb3";"0.524"
"Ube3a";"Snph";"0.52"
"Fam208a";"Snph";"0.523"
"Nrg3";"Snph";"0.538"
"Mycbp2";"Snph";"0.54"
"Ntm";"Snph";"0.511"
"Snph";"Ehbp1";"0.522"
"Snph";"Coro6";"0.523"
"Snph";"A330102I10Rik";"0.529"
"Snph";"Srek1";"0.506"
"Mdga2";"Snph";"0.53"
"Ddx24";"Snph";"0.502"
"Meg3";"Snph";"0.5"
"Snph";"ENSMUSG00000039652";"0.521"
"Snhg11";"Rbm39";"0.605"
"Agbl4";"Rbm39";"0.52"
"Macf1";"Rbm39";"0.512"
"Kcnd2";"Rbm39";"0.528"
"Ube3a";"Rbm39";"0.564"
"Anks1b";"Rbm39";"0.541"
"Nrg3";"Rbm39";"0.55"
"Mycbp2";"Rbm39";"0.594"
"Ntm";"Rbm39";"0.523"
"Mdga2";"Rbm39";"0.59"
"Meg3";"Rbm39";"0.584"
"Ttc3";"Rbm39";"0.556"
"Nrxn1";"Rbm39";"0.536"
"Ndrg3";"Chd6";"0.53"
"Ndrg3";"Tenm1";"0.513"
"Ndrg3";"C230004F18Rik";"0.516"
"Ndrg3";"Aff2";"0.545"
"Ndrg3";"Dmd";"0.516"
"Ndrg3";"5330434G04Rik";"0.514"
"Ndrg3";"Gatad2b";"0.5"
"Ank2";"Ndrg3";"0.633"
"Ndrg3";"Unc5c";"0.509"
"Ndrg3";"Lingo2";"0.513"
"Ndrg3";"Dnajc6";"0.563"
"Ndrg3";"Rsrp1";"0.649"
"Adam22";"Ndrg3";"0.548"
"Ndrg3";"Rufy3";"0.618"
"Ndrg3";"Atxn2";"0.519"
"Ndrg3";"Galnt17";"0.582"
"Ndrg3";"Kcnd2";"0.533"
"Ndrg3";"Rbm28";"0.56"
"Ndrg3";"Exoc4";"0.517"
"Ctnna2";"Ndrg3";"0.538"
"Ndrg3";"Erc1";"0.554"
"Ndrg3";"Fam168a";"0.572"
"Ndrg3";"Smg1";"0.569"
"Ndrg3";"Syne1";"0.564"
"Ndrg3";"Serinc1";"0.505"
"Ndrg3";"Usp15";"0.542"
"Ndrg3";"Nrg1";"0.605"
"Ndrg3";"Fam208a";"0.579"
"Ndrg3";"Grid1";"0.574"
"Nrg3";"Ndrg3";"0.561"
"Ndrg3";"Tsc22d1";"0.592"
"Ndrg3";"Pcdh9";"0.565"
"Ndrg3";"Dach1";"0.627"
"Ndrg3";"Mycbp2";"0.525"
"Ndrg3";"Opcml";"0.544"
"Ndrg3";"Acaca";"0.642"
"Ndrg3";"Jarid2";"0.531"
"Map1b";"Ndrg3";"0.504"
"Pde4d";"Ndrg3";"0.505"
"Ndrg3";"Immp2l";"0.519"
"Ndrg3";"Nova1";"0.526"
"Ndrg3";"Akap6";"0.51"
"Ndrg3";"Ddx24";"0.522"
"Ndrg3";"Oxct1";"0.612"
"Ndrg3";"Cdh10";"0.57"
"Ndrg3";"Ctnnd2";"0.569"
"Ndrg3";"Phf20l1";"0.588"
"Ndrg3";"Cntn1";"0.683"
"Ndrg3";"Ttc3";"0.531"
"Ndrg3";"Pde10a";"0.587"
"Ndrg3";"Pja2";"0.529"
"Ndrg3";"Slc8a1";"0.535"
"Ndrg3";"Impact";"0.55"
"Ndrg3";"Mapre2";"0.6"
"Ndrg3";"Wdr7";"0.676"
"Ndrg3";"Ldlrad4";"0.503"
"Ndrg3";"AC149090.1";"0.523"
"Ndrg3";"ENSMUSG00000041670";"0.544"
"Snhg11";"Chd6";"0.54"
"Snhg11";"Zmynd8";"0.537"
"Snhg11";"Stmn3";"0.637"
"Snhg11";"Tspan7";"0.517"
"Snhg11";"Cask";"0.506"
"Snhg11";"Idh3g";"0.531"
"Snhg11";"Il1rapl1";"0.569"
"Snhg11";"Ogt";"0.613"
"Snhg11";"5330434G04Rik";"0.536"
"Snhg11";"Cox7b";"0.581"
"Snhg11";"Rtl4";"0.542"
"Snhg11";"Pkia";"0.59"
"Snhg11";"Stmn2";"0.524"
"Snhg11";"Nlgn1";"0.58"
"Snhg11";"Sclt1";"0.579"
"Snhg11";"Nbea";"0.642"
"Snhg11";"Gria2";"0.613"
"Snhg11";"Glrb";"0.535"
"Snhg11";"Gatad2b";"0.512"
"Snhg11";"Pde4dip";"0.52"
"Snhg11";"Amy1";"0.513"
"Snhg11";"Ank2";"0.66"
"Snhg11";"Zranb2";"0.569"
"Snhg11";"Chd7";"0.523"
"Snhg11";"Pnisr";"0.627"
"Snhg11";"Lingo2";"0.519"
"Snhg11";"Zcchc7";"0.504"
"Snhg11";"AI314180";"0.524"
"Snhg11";"Sgip1";"0.553"
"Snhg11";"Osbpl9";"0.604"
"Snhg11";"Elavl4";"0.582"
"Snhg11";"Agbl4";"0.658"
"Snhg11";"Macf1";"0.632"
"Snhg11";"Ago3";"0.502"
"Snhg11";"Rere";"0.574"
"Snhg11";"Camta1";"0.548"
"Snhg11";"Adam22";"0.527"
"Snhg11";"Pclo";"0.587"
"Snhg11";"Magi2";"0.609"
"Snhg11";"Lhfpl3";"0.552"
"Snhg11";"Dpp6";"0.514"
"Snhg11";"Pcdh7";"0.534"
"Snhg11";"Afm";"0.573"
"Snhg11";"Sparcl1";"0.525"
"Snhg11";"Cplx1";"0.548"
"Snhg11";"Cit";"0.58"
"Snhg11";"Caln1";"0.558"
"Snhg11";"Srrm3";"0.513"
"Snhg11";"Fry";"0.514"
"Snhg11";"Dync1i1";"0.568"
"Snhg11";"Slc25a13";"0.502"
"Snhg11";"Kcnd2";"0.578"
"Snhg11";"Atp6v0c-ps2";"0.505"
"Snhg11";"Ubn2";"0.623"
"Snhg11";"Luc7l2";"0.599"
"Snhg11";"Tmem178b";"0.517"
"Snhg11";"Ccser1";"0.685"
"Snhg11";"Grid2";"0.588"
"Snhg11";"Ctnna2";"0.626"
"Snhg11";"Lrrtm4";"0.527"
"Snhg11";"Aak1";"0.506"
"Snhg11";"Srgap3";"0.508"
"Snhg11";"Atp2b2";"0.579"
"Snhg11";"Bicd1";"0.638"
"Snhg11";"Usp29";"0.501"
"Snhg11";"Nav2";"0.52"
"Snhg11";"Gabrb3";"0.531"
"Snhg11";"Ube3a";"0.784"
"Snhg11";"Snhg14";"0.563"
"Snhg11";"A230103L15Rik";"0.532"
"Snhg11";"Otud7a";"0.579"
"Snhg11";"Grm5";"0.591"
"Snhg11";"Dlg2";"0.618"
"Snhg11";"Psma1";"0.52"
"Snhg11";"Bc1";"0.508"
"Snhg11";"Syne1";"0.528"
"Snhg11";"Aig1";"0.501"
"Snhg11";"Ank3";"0.63"
"Snhg11";"Anks1b";"0.629"
"Snhg11";"Slc25a3";"0.585"
"Snhg11";"Rmst";"0.606"
"Snhg11";"Syt1";"0.537"
"Snhg11";"Arglu1";"0.569"
"Snhg11";"Fam155a";"0.632"
"Snhg11";"Zmat4";"0.529"
"Snhg11";"Slc25a4";"0.534"
"Snhg11";"Cpe";"0.511"
"Snhg11";"Eps15l1";"0.552"
"Snhg11";"Large1";"0.568"
"Snhg11";"Tecr";"0.593"
"Snhg11";"Cadps";"0.601"
"Snhg11";"Ube2e2";"0.555"
"Snhg11";"Kcnma1";"0.653"
"Snhg11";"Erc2";"0.593"
"Snhg11";"Nrg3";"0.681"
"Snhg11";"Slc22a17";"0.501"
"Snhg11";"Atp8a2";"0.534"
"Snhg11";"Mir124a-1hg";"0.547"
"Snhg11";"Dpysl2";"0.631"
"Snhg11";"Pcdh9";"0.595"
"Snhg11";"Mycbp2";"0.669"
"Snhg11";"Fgf14";"0.69"
"Snhg11";"Gria4";"0.624"
"Snhg11";"Zfp599";"0.636"
"Snhg11";"Opcml";"0.511"
"Snhg11";"Ntm";"0.691"
"Snhg11";"Hspa8";"0.513"
"Snhg11";"Sik3";"0.558"
"Snhg11";"Nptn";"0.504"
"Snhg11";"Pkm";"0.511"
"Snhg11";"Map2k5";"0.533"
"Snhg11";"Rora";"0.661"
"Snhg11";"Nedd4";"0.502"
"Snhg11";"Snap91";"0.567"
"Snhg11";"Dock3";"0.566"
"Snhg11";"Mdh1";"0.564"
"Snhg11";"Ehbp1";"0.564"
"Snhg11";"Ccdc88a";"0.55"
"Snhg11";"Eml6";"0.575"
"Snhg11";"Psme4";"0.52"
"Snhg11";"Tenm2";"0.537"
"Snhg11";"Gabra1";"0.535"
"Snhg11";"Gabrb2";"0.513"
"Snhg11";"Specc1";"0.559"
"Snhg11";"Ncor1";"0.611"
"Snhg11";"Arhgap44";"0.559"
"Snhg11";"Pitpna";"0.556"
"Snhg11";"Coro6";"0.54"
"Snhg11";"Vmp1";"0.537"
"Snhg11";"Msi2";"0.608"
"Snhg11";"Luc7l3";"0.574"
"Snhg11";"Atp5g1";"0.574"
"Snhg11";"Cdk12";"0.524"
"Snhg11";"Gm10039";"0.528"
"Snhg11";"Nsf";"0.648"
"Snhg11";"Mapt";"0.623"
"Snhg11";"Kansl1";"0.624"
"Snhg11";"Tanc2";"0.52"
"Snhg11";"Snhg20";"0.561"
"Snhg11";"Dip2c";"0.582"
"Snhg11";"Ryr2";"0.5"
"Snhg11";"Cdk13";"0.507"
"Snhg11";"Amph";"0.535"
"Snhg11";"A330102I10Rik";"0.576"
"Snhg11";"Prpf4b";"0.567"
"Snhg11";"Atxn1";"0.59"
"Snhg11";"Map1b";"0.619"
"Snhg11";"Mast4";"0.538"
"Snhg11";"Srek1";"0.522"
"Snhg11";"Rgs7bp";"0.592"
"Snhg11";"Pde4d";"0.683"
"Snhg11";"Gm47441";"0.501"
"Snhg11";"Myt1l";"0.525"
"Snhg11";"Hdac9";"0.515"
"Snhg11";"Lrfn5";"0.546"
"Snhg11";"Mdga2";"0.742"
"Snhg11";"Gphn";"0.571"
"Snhg11";"Rgs6";"0.532"
"Snhg11";"Rbm25";"0.607"
"Snhg11";"Calm1";"0.531"
"Snhg11";"Meg3";"0.849"
"Snhg11";"Ckb";"0.622"
"Snhg11";"Trio";"0.574"
"Snhg11";"Ctnnd2";"0.616"
"Snhg11";"Cox6c";"0.521"
"Snhg11";"Ubr5";"0.568"
"Snhg11";"Fam49b";"0.517"
"Snhg11";"Asap1";"0.536"
"Snhg11";"Phf20l1";"0.587"
"Snhg11";"Tnrc6b";"0.545"
"Snhg11";"Rbfox1";"0.549"
"Snhg11";"Pi4ka";"0.553"
"Snhg11";"Cadm2";"0.604"
"Snhg11";"Ncam2";"0.562"
"Snhg11";"App";"0.591"
"Snhg11";"Son";"0.658"
"Snhg11";"Ttc3";"0.62"
"Snhg11";"Dscam";"0.665"
"Snhg11";"Pde10a";"0.501"
"Snhg11";"Srrm2";"0.601"
"Snhg11";"Stk38";"0.538"
"Snhg11";"Rcan2";"0.536"
"Snhg11";"Dlgap1";"0.627"
"Snhg11";"Nrxn1";"0.663"
"Snhg11";"Nrg2";"0.532"
"Snhg11";"Arhgap26";"0.543"
"Snhg11";"Ldlrad4";"0.507"
"Snhg11";"Tcf4";"0.528"
"Snhg11";"Cfl1";"0.567"
"Snhg11";"Malat1";"0.726"
"Snhg11";"Slf2";"0.513"
"Snhg11";"ENSMUSG00000041670";"0.591"
"Snhg11";"ENSMUSG00000025757";"0.523"
"Snhg11";"ENSMUSG00000083679";"0.591"
"Snhg11";"ENSMUSG00000037876";"0.572"
"Snhg11";"ENSMUSG00000097451";"0.62"
"Snhg11";"ENSMUSG00000102657";"0.59"
"Snhg11";"ENSMUSG00000013539";"0.571"
"Snhg11";"ENSMUSG00000039652";"0.626"
"Chd6";"Tenm1";"0.506"
"Rtl4";"Chd6";"0.539"
"Chd6";"Nbea";"0.508"
"Nmd3";"Chd6";"0.508"
"Gria2";"Chd6";"0.576"
"Gatad2b";"Chd6";"0.51"
"Ank2";"Chd6";"0.581"
"Chd6";"Pnisr";"0.509"
"Chd6";"Lingo2";"0.561"
"Agbl4";"Chd6";"0.504"
"Adam22";"Chd6";"0.503"
"Rufy3";"Chd6";"0.501"
"Atxn2";"Chd6";"0.579"
"Kcnd2";"Chd6";"0.518"
"Chd6";"Luc7l2";"0.51"
"Chd6";"Grid2";"0.524"
"Ctnna2";"Chd6";"0.546"
"Ube3a";"Chd6";"0.533"
"Syne1";"Chd6";"0.527"
"Chd6";"Kcnma1";"0.524"
"Fam208a";"Chd6";"0.561"
"Grid1";"Chd6";"0.523"
"Nrg3";"Chd6";"0.569"
"Pcdh9";"Chd6";"0.532"
"Mycbp2";"Chd6";"0.643"
"Fgf14";"Chd6";"0.516"
"Chd6";"Opcml";"0.513"
"Ntm";"Chd6";"0.575"
"Chd6";"Grik4";"0.546"
"Rora";"Chd6";"0.529"
"Chd6";"Ehbp1";"0.511"
"Chd6";"Ccdc88a";"0.514"
"Chd6";"Eml6";"0.504"
"Chd6";"Cdk12";"0.594"
"Pde4d";"Chd6";"0.554"
"Mdga2";"Chd6";"0.542"
"Chd6";"Ddx24";"0.511"
"Meg3";"Chd6";"0.561"
"Oxct1";"Chd6";"0.531"
"Ctnnd2";"Chd6";"0.543"
"Cntn1";"Chd6";"0.553"
"Chd6";"Pi4ka";"0.522"
"Ttc3";"Chd6";"0.562"
"Dscam";"Chd6";"0.538"
"Fer";"Chd6";"0.506"
"Chd6";"Nrg2";"0.52"
"Wdr7";"Chd6";"0.551"
"Malat1";"Chd6";"0.531"
"ENSMUSG00000041670";"Chd6";"0.579"
"Cdh10";"Atp9a";"0.522"
"Stmn3";"Tspan7";"0.585"
"Stmn3";"Pkia";"0.535"
"Stmn3";"Stmn2";"0.52"
"Stmn3";"Gm5844";"0.722"
"Nbea";"Stmn3";"0.509"
"Stmn3";"Glrb";"0.571"
"Stmn3";"Ociad1";"0.56"
"Stmn3";"Afm";"0.515"
"Cplx1";"Stmn3";"0.544"
"Stmn3";"Ndufa4";"0.655"
"Stmn3";"Atp6v0c-ps2";"0.746"
"Ccser1";"Stmn3";"0.502"
"Stmn3";"Gm7308";"0.633"
"Stmn3";"Ldhb";"0.595"
"Ube3a";"Stmn3";"0.548"
"Stmn3";"Bc1";"0.564"
"Stmn3";"Bsg";"0.659"
"Stmn3";"Slc25a3";"0.625"
"Stmn3";"Arglu1";"0.521"
"Stmn3";"Slc25a4";"0.623"
"Stmn3";"Tecr";"0.639"
"Erc2";"Stmn3";"0.528"
"Stmn3";"Gm1821";"0.626"
"Stmn3";"Itm2b";"0.571"
"Zfp599";"Stmn3";"0.505"
"Stmn3";"Hspa8";"0.509"
"Stmn3";"Tspan3";"0.564"
"Stmn3";"Pkm";"0.553"
"Stmn3";"Gm10123";"0.618"
"Stmn3";"Mdh1";"0.711"
"Stmn3";"Canx";"0.51"
"Stmn3";"Ubb";"0.659"
"Stmn3";"Luc7l3";"0.532"
"Stmn3";"Atp5g1";"0.553"
"Stmn3";"Gm10039";"0.569"
"Stmn3";"Rgs7bp";"0.516"
"Stmn3";"Gm47441";"0.658"
"Mdga2";"Stmn3";"0.536"
"Stmn3";"Rtn1";"0.679"
"Stmn3";"Calm1";"0.669"
"Meg3";"Stmn3";"0.547"
"Stmn3";"Hsp90aa1";"0.729"
"Stmn3";"Ckb";"0.669"
"Stmn3";"Cox6c";"0.547"
"Stmn3";"Grina";"0.538"
"Stmn3";"App";"0.503"
"Son";"Stmn3";"0.548"
"Ttc3";"Stmn3";"0.543"
"Stmn3";"Pacsin1";"0.517"
"Stmn3";"Hsp90ab1";"0.599"
"Stmn3";"Calm2";"0.669"
"Stmn3";"Cfl1";"0.61"
"Stmn3";"Fth1";"0.656"
"Stmn3";"Gm5514";"0.602"
"Stmn3";"ENSMUSG00000083679";"0.693"
"Stmn3";"ENSMUSG00000030695";"0.643"
"Stmn3";"ENSMUSG00000025428";"0.551"
"Rufy3";"Pcsk1n";"0.52"
"Pcsk1n";"Tecr";"0.554"
"Pcsk1n";"Itm2b";"0.561"
"Gm47441";"Pcsk1n";"0.564"
"Pcsk1n";"Cd47";"0.538"
"Ttc3";"Pcsk1n";"0.529"
"Pcsk1n";"ENSMUSG00000030695";"0.504"
"Atp6v0c-ps2";"Tspan7";"0.628"
"Ccser1";"Tspan7";"0.52"
"Bsg";"Tspan7";"0.599"
"Tspan7";"Tecr";"0.533"
"Itm2b";"Tspan7";"0.54"
"Gm47441";"Tspan7";"0.552"
"Ndfip1";"Tspan7";"0.507"
"Aak1";"Cask";"0.555"
"Gm10039";"Cask";"0.506"
"Dmd";"Tenm1";"0.579"
"Ctps2";"Tenm1";"0.521"
"Nmd3";"Tenm1";"0.511"
"Gria2";"Tenm1";"0.536"
"Vav3";"Tenm1";"0.525"
"Ank2";"Tenm1";"0.532"
"Lingo2";"Tenm1";"0.505"
"Tenm1";"Dnajc6";"0.529"
"Rufy3";"Tenm1";"0.583"
"Atxn2";"Tenm1";"0.583"
"Tenm1";"Ica1";"0.505"
"Kcnd2";"Tenm1";"0.565"
"Rbm28";"Tenm1";"0.508"
"Ccser1";"Tenm1";"0.507"
"Grm5";"Tenm1";"0.52"
"Fam168a";"Tenm1";"0.515"
"Syne1";"Tenm1";"0.513"
"Slc35f1";"Tenm1";"0.519"
"Nrg1";"Tenm1";"0.627"
"Grid1";"Tenm1";"0.578"
"Nrg3";"Tenm1";"0.564"
"Pcdh9";"Tenm1";"0.592"
"Dach1";"Tenm1";"0.512"
"Opcml";"Tenm1";"0.607"
"Ntm";"Tenm1";"0.525"
"Grik4";"Tenm1";"0.589"
"Acaca";"Tenm1";"0.545"
"Nova1";"Tenm1";"0.614"
"Oxct1";"Tenm1";"0.536"
"Tenm1";"Plcxd3";"0.505"
"Tenm1";"Zfr";"0.515"
"Cdh10";"Tenm1";"0.509"
"Cntn1";"Tenm1";"0.619"
"Tenm1";"Pi4ka";"0.501"
"Ttc3";"Tenm1";"0.531"
"Pde10a";"Tenm1";"0.578"
"Fer";"Tenm1";"0.535"
"Mapre2";"Tenm1";"0.581"
"Wdr7";"Tenm1";"0.569"
"C230004F18Rik";"Dmd";"0.596"
"C230004F18Rik";"5330434G04Rik";"0.512"
"C230004F18Rik";"Nmd3";"0.523"
"C230004F18Rik";"2810403A07Rik";"0.546"
"Ank2";"C230004F18Rik";"0.598"
"C230004F18Rik";"Lingo2";"0.54"
"Agbl4";"C230004F18Rik";"0.584"
"C230004F18Rik";"Kmt2c";"0.505"
"Exoc4";"C230004F18Rik";"0.582"
"Ctnna2";"C230004F18Rik";"0.662"
"C230004F18Rik";"Dlg2";"0.525"
"Syne1";"C230004F18Rik";"0.653"
"Fam155a";"C230004F18Rik";"0.568"
"Nrg3";"C230004F18Rik";"0.607"
"C230004F18Rik";"Opcml";"0.529"
"C230004F18Rik";"Kmt2a";"0.511"
"C230004F18Rik";"Tenm2";"0.512"
"C230004F18Rik";"Hnrnpk";"0.511"
"Pde4d";"C230004F18Rik";"0.584"
"C230004F18Rik";"Nova1";"0.502"
"C230004F18Rik";"Akap6";"0.54"
"Ctnnd2";"C230004F18Rik";"0.615"
"Cntn1";"C230004F18Rik";"0.548"
"Pja2";"C230004F18Rik";"0.546"
"C230004F18Rik";"Slc8a1";"0.51"
"Nrxn1";"C230004F18Rik";"0.558"
"C230004F18Rik";"Wdr7";"0.511"
"Rtl4";"Aff2";"0.525"
"Ank2";"Aff2";"0.557"
"Lingo2";"Aff2";"0.521"
"Kcnd2";"Aff2";"0.519"
"Syne1";"Aff2";"0.556"
"Nrg3";"Aff2";"0.521"
"Opcml";"Aff2";"0.558"
"Ctnnd2";"Aff2";"0.545"
"Cntn1";"Aff2";"0.514"
"Aff2";"Pi4ka";"0.57"
"Ttc3";"Aff2";"0.516"
"ENSMUSG00000102657";"Aff2";"0.512"
"Rbm6";"Idh3g";"0.512"
"Meg3";"Idh3g";"0.526"
"Dmd";"Ctps2";"0.552"
"Dmd";"Nmd3";"0.514"
"Dmd";"Gria2";"0.536"
"Ank2";"Dmd";"0.505"
"Dmd";"Lingo2";"0.554"
"Agbl4";"Dmd";"0.504"
"Dmd";"Rufy3";"0.585"
"Kcnd2";"Dmd";"0.583"
"Dmd";"Rbm28";"0.57"
"Dmd";"Grm5";"0.544"
"Syne1";"Dmd";"0.546"
"Dmd";"Slc35f1";"0.53"
"Dmd";"Serinc1";"0.539"
"Nrg1";"Dmd";"0.626"
"Nrg3";"Dmd";"0.539"
"Dmd";"Dach1";"0.553"
"Dmd";"Opcml";"0.562"
"Dmd";"Acaca";"0.501"
"Pde4d";"Dmd";"0.513"
"Dmd";"Nova1";"0.522"
"Dmd";"Cdh10";"0.53"
"Ctnnd2";"Dmd";"0.541"
"Cntn1";"Dmd";"0.555"
"Ttc3";"Dmd";"0.582"
"Pde10a";"Dmd";"0.527"
"Pja2";"Dmd";"0.523"
"Dmd";"Impact";"0.579"
"Dmd";"Mapre2";"0.598"
"Dmd";"Wdr7";"0.602"
"Dmd";"Ldlrad4";"0.542"
"Dmd";"ENSMUSG00000005506";"0.553"
"Il1rapl1";"5330434G04Rik";"0.552"
"Rtl4";"Il1rapl1";"0.539"
"Il1rapl1";"Frmpd4";"0.524"
"Nbea";"Il1rapl1";"0.528"
"Il1rapl1";"Vav3";"0.58"
"Ank2";"Il1rapl1";"0.581"
"Lingo2";"Il1rapl1";"0.649"
"Il1rapl1";"Zcchc7";"0.52"
"Sgip1";"Il1rapl1";"0.558"
"Il1rapl1";"Osbpl9";"0.513"
"Il1rapl1";"Elavl4";"0.536"
"Agbl4";"Il1rapl1";"0.593"
"Macf1";"Il1rapl1";"0.55"
"Il1rapl1";"Ago3";"0.535"
"Magi2";"Il1rapl1";"0.671"
"Il1rapl1";"Srpk2";"0.516"
"Il1rapl1";"Pcdh7";"0.566"
"Il1rapl1";"Ica1";"0.518"
"Il1rapl1";"Chchd3";"0.501"
"Il1rapl1";"Luc7l2";"0.58"
"Ccser1";"Il1rapl1";"0.634"
"Ctnna2";"Il1rapl1";"0.598"
"Lrrtm4";"Il1rapl1";"0.51"
"Il1rapl1";"Atp2b2";"0.519"
"Il1rapl1";"Bicd1";"0.569"
"Ube3a";"Il1rapl1";"0.61"
"Snhg14";"Il1rapl1";"0.529"
"Il1rapl1";"Grm5";"0.504"
"Dlg2";"Il1rapl1";"0.673"
"Ank3";"Il1rapl1";"0.53"
"Il1rapl1";"Rmst";"0.607"
"Il1rapl1";"Syt1";"0.637"
"Fam155a";"Il1rapl1";"0.614"
"Cadps";"Il1rapl1";"0.555"
"Ube2e2";"Il1rapl1";"0.546"
"Kcnma1";"Il1rapl1";"0.55"
"Nrg3";"Il1rapl1";"0.661"
"Il1rapl1";"Xkr6";"0.517"
"Pcdh9";"Il1rapl1";"0.624"
"Fgf14";"Il1rapl1";"0.561"
"Opcml";"Il1rapl1";"0.578"
"Ntm";"Il1rapl1";"0.585"
"Il1rapl1";"Sik3";"0.512"
"Rora";"Il1rapl1";"0.544"
"Il1rapl1";"Snap91";"0.533"
"Il1rapl1";"Rbm6";"0.502"
"Il1rapl1";"Eml6";"0.524"
"Il1rapl1";"Tenm2";"0.543"
"Il1rapl1";"Specc1";"0.553"
"Il1rapl1";"Msi2";"0.505"
"Map1b";"Il1rapl1";"0.525"
"Pde4d";"Il1rapl1";"0.616"
"Akap6";"Il1rapl1";"0.517"
"Il1rapl1";"Lrfn5";"0.518"
"Mdga2";"Il1rapl1";"0.544"
"Il1rapl1";"Gphn";"0.54"
"Meg3";"Il1rapl1";"0.61"
"Il1rapl1";"Plcxd3";"0.511"
"Il1rapl1";"Trio";"0.55"
"Ctnnd2";"Il1rapl1";"0.583"
"Il1rapl1";"Asap1";"0.508"
"Rbfox1";"Il1rapl1";"0.559"
"Il1rapl1";"Stxbp5l";"0.533"
"Il1rapl1";"Gsk3b";"0.524"
"Cadm2";"Il1rapl1";"0.532"
"Dscam";"Il1rapl1";"0.565"
"Nrxn1";"Il1rapl1";"0.588"
"Il1rapl1";"Rit2";"0.515"
"Il1rapl1";"Arhgap26";"0.567"
"Malat1";"Il1rapl1";"0.519"
"Il1rapl1";"Ablim1";"0.551"
"Il1rapl1";"ENSMUSG00000037876";"0.556"
"ENSMUSG00000097451";"Il1rapl1";"0.53"
"Kcna2";"Maged1";"0.58"
"Maged1";"Camk2d";"0.678"
"Pnisr";"Maged1";"0.544"
"Ndufa4";"Maged1";"0.542"
"Atp6v0c-ps2";"Maged1";"0.576"
"Maged1";"Gabrb3";"0.509"
"Bsg";"Maged1";"0.52"
"Maged1";"Slc25a3";"0.519"
"Slc25a4";"Maged1";"0.593"
"Slc22a17";"Maged1";"0.53"
"Itm2b";"Maged1";"0.542"
"Maged1";"Hspa8";"0.579"
"Maged1";"Tspan3";"0.506"
"Gabra1";"Maged1";"0.508"
