"","structure.acronym.IN","structure.acronym","normalized_projection_volume","Group"
"1834","MOs","DG",0.00105738665859188,"CH"
"1835","MOs","VAL",0.198525165631055,"CH"
"1836","MOs","VPL",0.0115197354409553,"CH"
"1837","MOs","MD",0.251387288897253,"CH"
"1838","MOs","RPO",0.00187054898244649,"CH"
"1839","MOs","ACAd",0.0129430081562533,"CH"
"1840","MOs","LD",0.000103150754631648,"CH"
"1841","MOs","PVT",7.4142712150109e-05,"CH"
"1842","MOs","PYR",2.43822874572466e-07,"CH"
"1843","MOs","NOD",7.81483996776473e-06,"CH"
"1844","MOs","CLA",0.00781050899582476,"CH"
"1845","MOs","PFL",0.000521212178356259,"CH"
"1846","MOs","AI",1.09478436990142,"CH"
"1847","MOs","BLA",0.0187132578656509,"CH"
"1848","MOs","AV",1.20097786446109e-06,"CH"
"1849","MOs","CA3",0.00202819372828673,"CH"
"1850","MOs","ZI",0.0642051475946273,"CH"
"1851","MOs","PO",0.153532575967524,"CH"
"1852","MOs","RPO",0.00111048296546684,"CH"
"1853","MOs","LP",0,"CH"
"1854","MOs","ACAd",0.00246634882258613,"CH"
"1855","MOs","DG",0.000802995874950775,"CH"
"1856","MOs","CENT",0.000225997691212039,"CH"
"1857","MOs","SSs",1.10195184853379,"CH"
"1858","MOs","SIM",0.00110344886176743,"CH"
"1859","MOs","RN",0.0355285651169459,"CH"
"1860","MOs","AN",0.00203864974716925,"CH"
"1861","MOs","PRM",0.000926397372199692,"CH"
"1862","MOs","SSp",1.59576647691368,"CH"
"1863","MOs","RSPd",0.000239122135662056,"CH"
"1864","MOs","PB",0.0386064878808545,"CH"
"1865","MOs","CA1",6.95870386894626e-06,"CH"
"1866","MOs","CEA",0.05787739680606,"CH"
"1867","MOs","LH",0.000437384211661632,"CH"
"1868","MOs","ACB",0.0285860735084095,"CH"
"1869","MOs","FN",7.03727968403757e-09,"CH"
"1870","MOs","CUL",0.000505067526258937,"CH"
"1871","MOs","IP",2.70446470197269e-05,"CH"
"1872","MOs","PT",0,"CH"
"1873","MOs","CP",4.94930775108033,"CH"
"1874","MOs","VPM",0.1418650291844,"CH"
"1875","MOs","MD",0.0940225016564377,"CH"
"1876","MOs","VM",0.170491896235475,"CH"
"1877","MOs","VAL",0.18660289252442,"CH"
"1878","MOs","ACAv",0.000569192820413501,"CH"
"1879","MOs","AAA",0.000946846763265319,"CH"
"1880","MOs","MH",2.50092646298443e-07,"CH"
"1881","MOs","AM",0.000121047218171504,"CH"
"1882","MOs","PG",0.183344690769586,"CH"
"1883","MOs","VPL",0.0130496831898288,"CH"
"1884","MOs","LD",0,"CH"
"1885","MOs","MOp",2.86472031317915,"CH"
"1886","MOs","RSPv",0.000100084246445005,"CH"
"1887","MOs","DG",0.00146636106543001,"CH"
"1888","MOs","PT",0.000165029591426501,"CH"
"1889","MOs","LP",0.196363690413551,"CH"
"1890","MOs","RPO",0.00887933244659688,"CH"
"1891","MOs","CA3",0.0155369676015594,"CH"
"1892","MOs","CENT",0.000577425321338306,"CH"
"1893","MOs","PO",0.17077104200371,"CH"
"1894","MOs","CEA",0.00794250258409219,"CH"
"1895","MOs","CUL",0.000599477683403154,"CH"
"1896","MOs","AAA",0.00103205622326364,"CH"
"1897","MOs","RSPv",0.498245798314752,"CH"
"1898","MOs","ACAd",1.54703944079471,"CH"
"1899","MOs","IP",0.00194788095244144,"CH"
"1900","MOs","BLA",0.0309634534048714,"CH"
"1901","MOs","AV",0.105226619228172,"CH"
"1902","MOs","LH",0.00508552018338492,"CH"
"1903","MOs","PVT",0.00128126907809815,"CH"
"1904","MOs","MH",7.8577875702312e-07,"CH"
"1905","MOs","CLA",0.069037726584549,"CH"
"1906","MOs","SSp",1.62538420622179,"CH"
"1907","MOs","PFL",0.00217572424474764,"CH"
"1908","MOs","RN",0.0916704759010662,"CH"
"1909","MOs","VM",0.166110211040554,"CH"
"1910","MOs","VAL",0.215455221497169,"CH"
"1911","MOs","VPM",0.0306319533120678,"CH"
"1912","MOs","CA1",0.00660216054287867,"CH"
"1913","MOs","FN",0.00116688357621845,"CH"
"1914","MOs","MD",0.112085659111543,"CH"
"1915","MOs","CP",5.38738338623501,"CH"
"1916","MOs","SSs",0.307772685467385,"CH"
"1917","MOs","AM",0.0759295939270447,"CH"
"1918","MOs","PRM",0.000300910606204057,"CH"
"1919","MOs","PYR",0,"CH"
"1920","MOs","VPL",0.0713387743267414,"CH"
"1921","MOs","PB",0.0197473559883237,"CH"
"1922","MOs","AN",0.00323790886073214,"CH"
"1923","MOs","AI",0.163466898297023,"CH"
"1924","MOs","SIM",0.000143349118920554,"CH"
"1925","MOs","RSPd",0.506475741905371,"CH"
"1926","MOs","LD",0.323979348108639,"CH"
"1927","MOs","MOp",1.21004329218241,"CH"
"1928","MOs","ACAv",0.188007060185133,"CH"
"1929","MOs","ZI",0.725931061724595,"CH"
"1930","MOs","NOD",0.000420867226877263,"CH"
"1931","MOs","ACB",0.1566351574279,"CH"
"1932","MOs","PG",0.237352984072427,"CH"
"1933","MOs","VM",0.491497957972588,"CH"
"1934","MOs","LP",0.0645310198337161,"CH"
"1935","MOs","CLA",0.0733515638335749,"CH"
"1936","MOs","BLA",0.0184555811390283,"CH"
"1937","MOs","SSp",2.14017402426125,"CH"
"1938","MOs","RPO",0.00639722333316696,"CH"
"1939","MOs","RSPd",0.0680145362426121,"CH"
"1940","MOs","VPM",0.04094960377332,"CH"
"1941","MOs","RSPv",0.0499259199917285,"CH"
"1942","MOs","RN",0.121426466959817,"CH"
"1943","MOs","LH",0.00798358101253755,"CH"
"1944","MOs","AM",0.143809887492937,"CH"
"1945","MOs","AAA",0.00133858570682156,"CH"
"1946","MOs","ACAd",1.23043753951972,"CH"
"1947","MOs","MD",0.729925120626976,"CH"
"1948","MOs","SSs",0.652403902215342,"CH"
"1949","MOs","ZI",0.55374620821453,"CH"
"1950","MOs","MOp",2.07916118070405,"CH"
"1951","MOs","SIM",0.000108679598321511,"CH"
"1952","MOs","DG",0.00213566864974136,"CH"
"1953","MOs","FN",0.000338172925883082,"CH"
"1954","MOs","AN",0.00119568172044855,"CH"
"1955","MOs","CUL",0.000160087660232379,"CH"
"1956","MOs","PG",0.255341762229012,"CH"
"1957","MOs","CEA",0.0203537009745006,"CH"
"1958","MOs","PFL",0.00061161485831723,"CH"
"1959","MOs","VAL",0.546784490699847,"CH"
"1960","MOs","CA1",0.00162239977585725,"CH"
"1961","MOs","IP",0.00223368610210207,"CH"
"1962","MOs","PYR",0.000213390243239063,"CH"
"1963","MOs","PO",0.324182165188443,"CH"
"1964","MOs","ACB",0.149075377158627,"CH"
"1965","MOs","MH",1.20202710152149e-07,"CH"
"1966","MOs","NOD",0.000134608235648364,"CH"
"1967","MOs","AI",0.380760326978993,"CH"
"1968","MOs","PRM",0.000256504973525312,"CH"
"1969","MOs","PB",0.0716461296380539,"CH"
"1970","MOs","CENT",0.000323504850034055,"CH"
"1971","MOs","AV",0.0382867350766043,"CH"
"1972","MOs","LD",0.0449013524713817,"CH"
"1973","MOs","VPL",0.0498009547709457,"CH"
"1974","MOs","CP",8.35658891097673,"CH"
"1975","MOs","PVT",0.00647926377705056,"CH"
"1976","MOs","PT",0.00113478874973201,"CH"
"1977","MOs","CA3",0.00989194800608969,"CH"
"1978","MOs","ACAv",0.0570675984640811,"CH"
"1979","MOs","LH",0.0232587006281192,"CH"
"1980","MOs","LP",0.479653558770554,"CH"
"1981","MOs","VPM",0.0634685426372622,"CH"
"1982","MOs","SSs",1.18220578576275,"CH"
"1983","MOs","VM",0.702562849693429,"CH"
"1984","MOs","CP",10.3392448750255,"CH"
"1985","MOs","VPL",0.136300806081604,"CH"
"1986","MOs","DG",0.00198762249530181,"CH"
"1987","MOs","AAA",0.00167392644135417,"CH"
"1988","MOs","PG",0.423719772098167,"CH"
"1989","MOs","CA3",0.0104053362767974,"CH"
"1990","MOs","AI",0.443824909751707,"CH"
"1991","MOs","AN",0.000953737554627532,"CH"
"1992","MOs","RSPv",0.415110167912649,"CH"
"1993","MOs","SIM",5.06177434523692e-05,"CH"
"1994","MOs","IP",0.000796481566978231,"CH"
"1995","MOs","AM",0.570242575898473,"CH"
"1996","MOs","VAL",0.65075193519484,"CH"
"1997","MOs","PRM",0.000189249396777172,"CH"
"1998","MOs","RSPd",0.476425228110391,"CH"
"1999","MOs","FN",0.000301712726279587,"CH"
"2000","MOs","PT",0.00957119925621931,"CH"
"2001","MOs","CUL",0.000406817804477828,"CH"
"2002","MOs","SSp",3.35514984526931,"CH"
"2003","MOs","PB",0.0355267659922262,"CH"
"2004","MOs","PFL",0.00021907706672269,"CH"
"2005","MOs","MH",0.000150999112421108,"CH"
"2006","MOs","ACAv",0.546839754159468,"CH"
"2007","MOs","BLA",0.0459853443281133,"CH"
"2008","MOs","MD",0.965943152760244,"CH"
"2009","MOs","NOD",4.41990828997464e-05,"CH"
"2010","MOs","PO",0.435760614722602,"CH"
"2011","MOs","PYR",0,"CH"
"2012","MOs","AV",0.320327462398281,"CH"
"2013","MOs","CEA",0.0203322785256008,"CH"
"2014","MOs","RN",0.196009997016775,"CH"
"2015","MOs","LD",0.480412819753009,"CH"
"2016","MOs","CENT",0.000463397434630273,"CH"
"2017","MOs","ACAd",4.12724230029613,"CH"
"2018","MOs","ZI",1.23848992047001,"CH"
"2019","MOs","PVT",0.00735484922519373,"CH"
"2020","MOs","ACB",0.365103117725403,"CH"
"2021","MOs","RPO",0.0120217321766235,"CH"
"2022","MOs","MOp",1.01359514685143,"CH"
"2023","MOs","CA1",0.00442130795116689,"CH"
"2024","MOs","CLA",0.169585327412954,"CH"
"2025","MOs","MH",0.00231770501979997,"CH"
"2026","MOs","CA1",0.0173131725565303,"CH"
"2027","MOs","PFL",0.000110790068904437,"CH"
"2028","MOs","IP",0,"CH"
"2029","MOs","PYR",7.73073380955854e-05,"CH"
"2030","MOs","SSs",1.28185140048444,"CH"
"2031","MOs","ACAd",0.0375670040274681,"CH"
"2032","MOs","AV",0.00164073146181194,"CH"
"2033","MOs","AM",0.00273643233210082,"CH"
"2034","MOs","RSPd",0.00490474846282363,"CH"
"2035","MOs","CA3",0.0145960904685209,"CH"
"2036","MOs","RPO",0.000275385966956466,"CH"
"2037","MOs","AN",0.000600423647970496,"CH"
"2038","MOs","SSp",1.72465185813829,"CH"
"2039","MOs","NOD",1.01641496200882e-06,"CH"
"2040","MOs","SIM",0.000260983403942278,"CH"
"2041","MOs","MOp",5.48494025609677,"CH"
"2042","MOs","LD",0.000333915157139799,"CH"
"2043","MOs","LH",0.000869708971542621,"CH"
"2044","MOs","CUL",0.000942905481872172,"CH"
"2045","MOs","AAA",0.0139340889673391,"CH"
"2046","MOs","VPL",0.00562769056270618,"CH"
"2047","MOs","CP",17.7169276174083,"CH"
"2048","MOs","ACAv",0.0159063239575775,"CH"
"2049","MOs","CENT",0.000396626486927939,"CH"
"2050","MOs","VPM",0.0584224554818005,"CH"
"2051","MOs","PG",0.171173511580956,"CH"
"2052","MOs","BLA",0.153254050949739,"CH"
"2053","MOs","VM",0.404804960728107,"CH"
"2054","MOs","RSPv",0.00386238698099233,"CH"
"2055","MOs","ACB",0.381744159482319,"CH"
"2056","MOs","DG",0.00497230259440009,"CH"
"2057","MOs","FN",0,"CH"
"2058","MOs","LP",0.000206168458715018,"CH"
"2059","MOs","CLA",0.0202903295389686,"CH"
"2060","MOs","ZI",0.127093648372338,"CH"
"2061","MOs","PB",0.0206458471012142,"CH"
"2062","MOs","CEA",0.169435732931976,"CH"
"2063","MOs","VAL",0.319601063997688,"CH"
"2064","MOs","PT",2.03713848910899e-06,"CH"
"2065","MOs","PVT",0.0012620476600463,"CH"
"2066","MOs","PRM",0.000195032777936151,"CH"
"2067","MOs","MD",0.426706544939162,"CH"
"2068","MOs","AI",3.20710780952687,"CH"
"2069","MOs","RN",0.0125541840227092,"CH"
"2070","MOs","PO",0.270407510984597,"CH"
"2071","MOs","SIM",3.53287353328512e-05,"CH"
"2072","MOs","MOp",4.5703483676947,"CH"
"2073","MOs","CEA",0.0274286613935519,"CH"
"2074","MOs","IP",5.30666095109332e-05,"CH"
"2075","MOs","SSp",3.40892702987866,"CH"
"2076","MOs","CENT",0.000196327911502285,"CH"
"2077","MOs","AN",0.000291775247259415,"CH"
"2078","MOs","ZI",0.279192124267111,"CH"
"2079","MOs","AM",0.000161830855892345,"CH"
"2080","MOs","FN",2.51819474972751e-05,"CH"
"2081","MOs","PVT",2.57611688541673e-05,"CH"
"2082","MOs","CA1",2.64688091992787e-05,"CH"
"2083","MOs","PB",0.0133144880217518,"CH"
"2084","MOs","CP",6.99409722211355,"CH"
"2085","MOs","NOD",5.46654941400674e-06,"CH"
"2086","MOs","PRM",0.000190073375844794,"CH"
"2087","MOs","VPL",0.103893335372622,"CH"
"2088","MOs","BLA",0.00789998148975679,"CH"
"2089","MOs","CA3",0.00292078938771545,"CH"
"2090","MOs","AI",0.165333556885598,"CH"
"2091","MOs","PG",0.244434534163671,"CH"
"2092","MOs","PO",0.460856897094413,"CH"
"2093","MOs","DG",0.0003887990500277,"CH"
"2094","MOs","SSs",0.773517513398288,"CH"
"2095","MOs","PT",0,"CH"
"2096","MOs","ACAv",0.0263649722177235,"CH"
"2097","MOs","PFL",0.000367332200402364,"CH"
"2098","MOs","LH",4.15679156165665e-10,"CH"
"2099","MOs","RPO",0.000350754536801711,"CH"
"2100","MOs","CUL",0.000283656296284946,"CH"
"2101","MOs","CLA",0.00318453130077784,"CH"
"2102","MOs","VAL",0.289641084968455,"CH"
"2103","MOs","VM",0.149800076802333,"CH"
"2104","MOs","RSPd",0.000747517452114347,"CH"
"2105","MOs","AV",0.000113978276998785,"CH"
"2106","MOs","RSPv",0.00131324338241498,"CH"
"2107","MOs","LD",0.000386758493064332,"CH"
"2108","MOs","ACAd",0.0090738565375137,"CH"
"2109","MOs","MH",3.39434736395544e-07,"CH"
"2110","MOs","LP",0.000830613878491736,"CH"
"2111","MOs","ACB",0.0690319551732015,"CH"
"2112","MOs","VPM",0.305112394281279,"CH"
"2113","MOs","PYR",2.96982069112415e-05,"CH"
"2114","MOs","RN",0.0872718459630852,"CH"
"2115","MOs","MD",0.0693182391441984,"CH"
"2116","MOs","AAA",0.000109185226778415,"CH"
"2117","MOs","LP",9.94257959064866e-05,"CH"
"2118","MOs","CA3",0.00371427402927399,"CH"
"2119","MOs","MH",2.25716202583015e-06,"CH"
"2120","MOs","ACAv",0.0129299055014088,"CH"
"2121","MOs","CLA",0.00423165347592152,"CH"
"2122","MOs","RSPv",0.000180206160252803,"CH"
"2123","MOs","PFL",5.65001210284176e-06,"CH"
"2124","MOs","PRM",3.6253461653564e-06,"CH"
"2125","MOs","PG",0.11557113407982,"CH"
"2126","MOs","AI",0.423685540305412,"CH"
"2127","MOs","MOp",3.15895523198926,"CH"
"2128","MOs","NOD",1.6755283089535e-07,"CH"
"2129","MOs","CUL",0.000393225414055607,"CH"
"2130","MOs","CP",5.86674530706927,"CH"
"2131","MOs","RSPd",0.000703526220786796,"CH"
"2132","MOs","RPO",0.000165085534507734,"CH"
"2133","MOs","VAL",0.151291148410158,"CH"
"2134","MOs","VM",0.101430819681075,"CH"
"2135","MOs","AM",0,"CH"
"2136","MOs","ZI",0.0930988898972418,"CH"
"2137","MOs","PYR",0,"CH"
"2138","MOs","VPM",0.10901356549882,"CH"
"2139","MOs","ACB",0.0938660745149174,"CH"
"2140","MOs","PVT",0,"CH"
"2141","MOs","CENT",3.89369125178337e-06,"CH"
"2142","MOs","VPL",0.0209169183765388,"CH"
"2143","MOs","LH",0,"CH"
"2144","MOs","RN",0.0262077932156426,"CH"
"2145","MOs","PT",0,"CH"
"2146","MOs","CEA",0.0191226131172764,"CH"
"2147","MOs","IP",0,"CH"
"2148","MOs","PO",0.182682321331758,"CH"
"2149","MOs","LD",0.000109210839844671,"CH"
"2150","MOs","BLA",0.00804668223549915,"CH"
"2151","MOs","CA1",0,"CH"
"2152","MOs","ACAd",0.000479493772163197,"CH"
"2153","MOs","AV",9.45086290318753e-06,"CH"
"2154","MOs","SSs",0.956139990521978,"CH"
"2155","MOs","SIM",0.000692933441427093,"CH"
"2156","MOs","MD",0.0546091722041101,"CH"
"2157","MOs","FN",0,"CH"
"2158","MOs","AN",5.29375886932161e-07,"CH"
"2159","MOs","PB",0.00340234126102361,"CH"
"2160","MOs","AAA",0.000331162869446906,"CH"
"2161","MOs","DG",0.0040791558355686,"CH"
"2162","MOs","SSp",2.10774646069243,"CH"
"2163","MOs","PG",0.135543073253508,"CH"
"2164","MOs","DG",0.00105556922033588,"CH"
"2165","MOs","ACAd",1.32962822724476,"CH"
"2166","MOs","BLA",0.00695873008730381,"CH"
"2167","MOs","VAL",0.272717509652127,"CH"
"2168","MOs","AI",0.127865436682511,"CH"
"2169","MOs","PT",0.000229567776332416,"CH"
"2170","MOs","RPO",0.000617227571269847,"CH"
"2171","MOs","PYR",0,"CH"
"2172","MOs","PO",0.0548548238815697,"CH"
"2173","MOs","VPL",0.0197637221080726,"CH"
"2174","MOs","LH",0.00556766124893601,"CH"
"2175","MOs","PB",0.0246418400110747,"CH"
"2176","MOs","CUL",0.0149466699185772,"CH"
"2177","MOs","VPM",0.00492650604842888,"CH"
"2178","MOs","AN",5.70057514426902e-05,"CH"
"2179","MOs","AAA",0.00045210016921397,"CH"
"2180","MOs","AM",0.0232869290298381,"CH"
"2181","MOs","ACB",0.123404584979593,"CH"
"2182","MOs","MH",0.000214357932161488,"CH"
"2183","MOs","MD",0.311018113191269,"CH"
"2184","MOs","ACAv",0.0521208959843775,"CH"
"2185","MOs","PVT",0.00437952242910242,"CH"
"2186","MOs","CEA",0.00690213535355337,"CH"
"2187","MOs","LD",0.0176028506338508,"CH"
"2188","MOs","AV",0.00991007758244892,"CH"
"2189","MOs","RN",0.0532662308578908,"CH"
"2190","MOs","FN",7.98633922548569e-06,"CH"
"2191","MOs","LP",0.0290906099109155,"CH"
"2192","MOs","MOp",1.9206335236563,"CH"
"2193","MOs","CA1",0.000262122298329449,"CH"
"2194","MOs","RSPd",0.0285684759872774,"CH"
"2195","MOs","PFL",0.000106761240792365,"CH"
"2196","MOs","PRM",2.27348323075349e-05,"CH"
"2197","MOs","ZI",0.528406239260163,"CH"
"2198","MOs","RSPv",0.0121789208056479,"CH"
"2199","MOs","VM",0.392221595629807,"CH"
"2200","MOs","CENT",0.000272586800620048,"CH"
"2201","MOs","CLA",0.0471258949240078,"CH"
"2202","MOs","CP",7.98338944556271,"CH"
"2203","MOs","SIM",5.89713307936891e-05,"CH"
"2204","MOs","NOD",8.60303488830901e-06,"CH"
"2205","MOs","SSp",1.27272112446356,"CH"
"2206","MOs","CA3",0.00162450713020988,"CH"
"2207","MOs","IP",6.07403362031678e-05,"CH"
"2208","MOs","SSs",0.249123632712396,"CH"
"2209","AI","ZI",0.0344665961036615,"CH"
"2210","AI","RPO",0.000148285775695112,"CH"
"2211","AI","LP",3.19684297335251e-05,"CH"
"2212","AI","CEA",0.456687002582738,"CH"
"2213","AI","LD",5.13953657770495e-05,"CH"
"2214","AI","PG",0.0775743770041562,"CH"
"2215","AI","RN",0.00265956427100823,"CH"
"2216","AI","IP",2.05570597430348e-05,"CH"
"2217","AI","SSs",0.335292840127387,"CH"
"2218","AI","AV",0,"CH"
"2219","AI","AAA",0.0607480380939001,"CH"
"2220","AI","FN",0,"CH"
"2221","AI","AN",0.000156334094276792,"CH"
"2222","AI","CUL",2.09610019903698e-05,"CH"
"2223","AI","NOD",5.20515957638302e-08,"CH"
"2224","AI","VPM",0.0195480376851434,"CH"
"2225","AI","SSp",0.374223943638023,"CH"
"2226","AI","MOs",1.48624805355933,"CH"
"2227","AI","VM",0.142154003840288,"CH"
"2228","AI","CP",7.18735666293189,"CH"
"2229","AI","PYR",0,"CH"
"2230","AI","PRM",6.2571836889635e-05,"CH"
"2231","AI","PT",0.00162655005079908,"CH"
"2232","AI","ACB",0.646916056377907,"CH"
"2233","AI","RSPd",2.95986107186936e-05,"CH"
"2234","AI","AM",0.00397777969701508,"CH"
"2235","AI","PB",0.0849902725863508,"CH"
"2236","AI","ACAd",0.0373033252580283,"CH"
"2237","AI","ACAv",0.000801185224011003,"CH"
"2238","AI","MOp",1.61973276706885,"CH"
"2239","AI","VPL",0.00498083615501986,"CH"
"2240","AI","MH",1.99484376568585e-07,"CH"
"2241","AI","LH",0.000619240115865999,"CH"
"2242","AI","BLA",0.415150674772968,"CH"
"2243","AI","SIM",9.53196610339045e-05,"CH"
"2244","AI","MD",0.420276331087614,"CH"
"2245","AI","CENT",0.00166054322473683,"CH"
"2246","AI","DG",0.000210133563529366,"CH"
"2247","AI","PO",0.0550952021321797,"CH"
"2248","AI","RSPv",0.000104184908287547,"CH"
"2249","AI","VAL",0.0463262447568116,"CH"
"2250","AI","PFL",1.14012334014279e-05,"CH"
"2251","AI","PVT",0.0143072053296002,"CH"
"2252","AI","CA3",0.000274431954073809,"CH"
"2253","AI","CA1",0.000143589024810108,"CH"
"2254","AI","CLA",0.118549222191815,"CH"
"2255","AI","RSPd",0.00631681185600711,"CH"
"2256","AI","MOp",1.03784720677768,"CH"
"2257","AI","SSp",0.720332835905981,"CH"
"2258","AI","RSPv",0.00102008630508249,"CH"
"2259","AI","ACB",0.0146536182904646,"CH"
"2260","AI","ACAd",0.0430591218339249,"CH"
"2261","AI","ZI",0.0184240525786708,"CH"
"2262","AI","PVT",0.0194272855638597,"CH"
"2263","AI","PT",0.000138856190214975,"CH"
"2264","AI","PO",0.0956926335413697,"CH"
"2265","AI","IP",0,"CH"
"2266","AI","CLA",0.101123196394857,"CH"
"2267","AI","MD",0.230142487970092,"CH"
"2268","AI","AM",0.00126925488321536,"CH"
"2269","AI","AN",0.000180179304678232,"CH"
"2270","AI","CENT",0.000180717300959494,"CH"
"2271","AI","LP",0,"CH"
"2272","AI","CEA",0.059192052971817,"CH"
"2273","AI","PG",0.00786033975377345,"CH"
"2274","AI","SSs",0.504891849656872,"CH"
"2275","AI","AAA",0.00207192760190632,"CH"
"2276","AI","PB",0.027829691045455,"CH"
"2277","AI","RPO",0,"CH"
"2278","AI","PFL",0.000473742615994788,"CH"
"2279","AI","NOD",2.88498974366648e-06,"CH"
"2280","AI","CA1",0.000160735345298785,"CH"
"2281","AI","CUL",0.000294225851564594,"CH"
"2282","AI","VM",0.111940729509142,"CH"
"2283","AI","PRM",0.000142497142942819,"CH"
"2284","AI","MOs",0.996655932613125,"CH"
"2285","AI","FN",0,"CH"
"2286","AI","VAL",0.0398406041344879,"CH"
"2287","AI","RN",9.23586114683556e-05,"CH"
"2288","AI","LD",1.22045027288063e-06,"CH"
"2289","AI","CA3",1.35259498519571e-05,"CH"
"2290","AI","VPM",0.152235874091296,"CH"
"2291","AI","LH",0.000161042542597367,"CH"
"2292","AI","AV",3.73498509568042e-05,"CH"
"2293","AI","VPL",0.0172016990481828,"CH"
"2294","AI","PYR",4.92128599913101e-06,"CH"
"2295","AI","MH",4.35935866009425e-06,"CH"
"2296","AI","SIM",0.000123134275895722,"CH"
"2297","AI","BLA",0.0670862712037742,"CH"
"2298","AI","DG",0.000962860995193205,"CH"
"2299","AI","ACAv",0.00211400349588558,"CH"
"2300","AI","CP",0.457773776571565,"CH"
"2301","RSPd","SIM",0.00708844035994887,"CH"
"2302","RSPd","VPM",0.00164721450305239,"CH"
"2303","RSPd","IP",7.89712488806697e-06,"CH"
"2304","RSPd","ACAv",0.24392552387451,"CH"
"2305","RSPd","RPO",0,"CH"
"2306","RSPd","MOp",0.0240547097748459,"CH"
"2307","RSPd","MH",0.000109961036596548,"CH"
"2308","RSPd","PVT",7.90947690333186e-05,"CH"
"2309","RSPd","CLA",0.024133614199804,"CH"
"2310","RSPd","LH",0.00324577857536614,"CH"
"2311","RSPd","BLA",0,"CH"
"2312","RSPd","NOD",0.000638716192167117,"CH"
"2313","RSPd","VPL",0.0489188370294268,"CH"
"2314","RSPd","CEA",4.78235278589635e-06,"CH"
"2315","RSPd","PO",0.0160531071872613,"CH"
"2316","RSPd","MD",0.0198641221798973,"CH"
"2317","RSPd","CUL",0.00416585870901767,"CH"
"2318","RSPd","LP",0.412545496016324,"CH"
"2319","RSPd","ACB",0.000446450782677563,"CH"
"2320","RSPd","AAA",3.20662996358653e-07,"CH"
"2321","RSPd","LD",1.37914888513967,"CH"
"2322","RSPd","RSPv",3.98093212137182,"CH"
"2323","RSPd","AN",0.0262782884229013,"CH"
"2324","RSPd","PYR",0.00022783360626243,"CH"
"2325","RSPd","PT",0.000743638544208541,"CH"
"2326","RSPd","CA1",0.00221838907590191,"CH"
"2327","RSPd","AV",0.220282889933298,"CH"
"2328","RSPd","CA3",0.00415497001720819,"CH"
"2329","RSPd","VM",0.00841982060312433,"CH"
"2330","RSPd","PRM",0.0140443391875112,"CH"
"2331","RSPd","PB",5.51662446875872e-05,"CH"
"2332","RSPd","VAL",0.0451339057423385,"CH"
"2333","RSPd","FN",6.3880183139271e-05,"CH"
"2334","RSPd","DG",0.011821544602384,"CH"
"2335","RSPd","AM",0.200537089074965,"CH"
"2336","RSPd","SSp",0.0400588923885712,"CH"
"2337","RSPd","ZI",0.0180935016234449,"CH"
"2338","RSPd","PFL",0.0483707791575818,"CH"
"2339","RSPd","ACAd",0.199859088391267,"CH"
"2340","RSPd","PG",0.000266278739143913,"CH"
"2341","RSPd","RN",1.50507728980509e-05,"CH"
"2342","RSPd","CP",0.224744842577722,"CH"
"2343","RSPd","CENT",0.00208209284657379,"CH"
"2344","RSPd","MOs",0.135802204789428,"CH"
"2345","RSPd","SSs",0.00536944906828519,"CH"
"2346","RSPd","AI",0.01172064260351,"CH"
"2347","RSPd","RPO",0.00129383674622478,"CH"
"2348","RSPd","PG",0.0678681159394602,"CH"
"2349","RSPd","SIM",1.08111270364664e-05,"CH"
"2350","RSPd","CLA",0.00149791586697343,"CH"
"2351","RSPd","CA3",0.00963060923848631,"CH"
"2352","RSPd","LP",0.594583632693082,"CH"
"2353","RSPd","PRM",0.000204302732687081,"CH"
"2354","RSPd","AM",0.11872183987506,"CH"
"2355","RSPd","MOp",0.012243412457266,"CH"
"2356","RSPd","IP",0,"CH"
"2357","RSPd","ACAv",0.524181807389075,"CH"
"2358","RSPd","ACAd",0.502663858585271,"CH"
"2359","RSPd","CUL",0.000242018971510241,"CH"
"2360","RSPd","VAL",0.022685360358744,"CH"
"2361","RSPd","ZI",0.286223100961326,"CH"
"2362","RSPd","PYR",0,"CH"
"2363","RSPd","CA1",0.00339880665305805,"CH"
"2364","RSPd","AV",0.318416986966917,"CH"
"2365","RSPd","SSp",0.0173904103970744,"CH"
"2366","RSPd","SSs",0.00592110750075831,"CH"
"2367","RSPd","PVT",0.000473925536065278,"CH"
"2368","RSPd","AAA",0.000349862839917085,"CH"
"2369","RSPd","VPL",0.137050125407415,"CH"
"2370","RSPd","BLA",0.000998550004192655,"CH"
"2371","RSPd","NOD",0,"CH"
"2372","RSPd","RSPv",4.79098504260352,"CH"
"2373","RSPd","RN",0.00035847004165508,"CH"
"2374","RSPd","VPM",0.0277787980207113,"CH"
"2375","RSPd","AN",2.83322525488115e-05,"CH"
"2376","RSPd","CP",1.09821657105175,"CH"
"2377","RSPd","PB",0,"CH"
"2378","RSPd","DG",0.00204494881717824,"CH"
"2379","RSPd","AI",0.00127184726792017,"CH"
"2380","RSPd","PT",0,"CH"
"2381","RSPd","PO",0.0935183629873352,"CH"
"2382","RSPd","MH",9.24413836283364e-06,"CH"
"2383","RSPd","MOs",0.181417464585236,"CH"
"2384","RSPd","CEA",0.00246368710675999,"CH"
"2385","RSPd","FN",0,"CH"
"2386","RSPd","ACB",0.000133150700711657,"CH"
"2387","RSPd","LD",1.58941285000617,"CH"
