"","structure.acronym.IN","structure.acronym","normalized_projection_volume","projection_volume","Group"
"273","SSp","CENT",5.75428256320155e-05,5.69334218017578e-05,"CH"
"274","SSp","ACAd",0.00045198244438976,0.000447195751525879,"CH"
"275","SSp","LD",6.04631434753724e-07,5.98228121948242e-07,"CH"
"276","SSp","BLA",0.00410308132834336,0.00405962789257812,"CH"
"277","SSp","ZI",0.344840575630617,0.1422186388,"CH"
"278","SSp","ACB",0.0457768124421993,0.0188792051,"CH"
"279","SSp","LP",0.0402858836121345,0.016614644375,"CH"
"280","SSp","DG",0.00185074034824298,0.000763279589758301,"CH"
"281","SSp","PT",7.38383231921918e-05,3.04522917480469e-05,"CH"
"282","SSp","CA1",0.0881157353581386,0.0363405609,"CH"
"283","SSp","CP",4.1357774050578,1.705671184,"CH"
"284","SSp","VAL",0.187674476802495,0.0774004294,"CH"
"285","SSp","RSPv",0.0251226478678732,0.0103610451765625,"CH"
"286","SSp","VM",0.0873540595675081,0.0360264317,"CH"
"287","SSp","VPM",0.717010897952114,0.2957085712,"CH"
"288","SSp","VPL",0.207802473626108,0.085701588,"CH"
"289","SSp","AN",0.00474181130611087,0.00195561078671875,"CH"
"290","SSp","FN",8.85559397104949e-05,3.65221093261719e-05,"CH"
"291","SSp","MD",0.0253097636744099,0.0104382152,"CH"
"292","SSp","AI",0.104849092724444,0.0432417073292969,"CH"
"293","SSp","SSs",3.18117722058471,1.3119763916,"CH"
"294","SSp","LH",0.00161945436791364,0.00066789296875,"CH"
"295","SSp","SIM",0.000831643979190557,0.0003429853765625,"CH"
"296","SSp","AM",0.00120988853836865,0.00049898043671875,"CH"
"297","SSp","CUL",0.00136065484833543,0.0005611592546875,"CH"
"298","SSp","LD",0.0133572158148671,0.0055087631375,"CH"
"299","SSp","MOs",2.5288979990429,1.0429643623875,"CH"
"300","SSp","CLA",0.0253087478373833,0.01043779625,"CH"
"301","SSp","AV",0.00128170461467767,0.00052859871640625,"CH"
"302","SSp","CEA",0.0168715610934021,0.00695814420546875,"CH"
"303","SSp","CENT",0.000826352488388973,0.000340803067773437,"CH"
"304","SSp","IP",0.000542615743130792,0.000223784780078125,"CH"
"305","SSp","MOp",0.89750270301957,0.370146733775,"CH"
"306","SSp","ACAd",0.151174103372352,0.0623469995203125,"CH"
"307","SSp","MH",2.13861963998738e-05,8.82006340332031e-06,"CH"
"308","SSp","PRM",0.000869504978880054,0.00035859995390625,"CH"
"309","SSp","PG",0.125412435351667,0.0517224106,"CH"
"310","SSp","NOD",0.000475830399201674,0.000196241267578125,"CH"
"311","SSp","ACAv",0.00793693889554231,0.00327334056875,"CH"
"312","SSp","PO",0.445538943645159,0.1837485104,"CH"
"313","SSp","AAA",0.000803676066303431,0.00033145089140625,"CH"
"314","SSp","PYR",2.74507785900446e-06,1.13212093963623e-06,"CH"
"315","SSp","PVT",0.00200272511122471,0.0008259609203125,"CH"
"316","SSp","RPO",0.000649145571492145,0.00026771965390625,"CH"
"317","SSp","RN",0.0733878152969539,0.03026649395,"CH"
"318","SSp","RSPd",0.0367789658064639,0.015168326534375,"CH"
"319","SSp","BLA",0.00344833095528039,0.00142215553867187,"CH"
"320","SSp","PB",0.0217867220549408,0.0089852476,"CH"
"321","SSp","PFL",0.0159472452837005,0.00657693925,"CH"
"322","SSp","CA3",0.00842208498624082,0.0034734238,"CH"
"323","SSp","SIM",3.77565290846948e-05,3.76983126953125e-05,"CH"
"324","SSp","CENT",2.73289785681064e-05,2.72868403076172e-05,"CH"
"325","SSp","ACB",0.0221822368543499,0.0221480343,"CH"
"326","SSp","PVT",6.08724680817609e-05,6.07786094726562e-05,"CH"
"327","SSp","PT",0,0,"CH"
"328","SSp","IP",0.000123663900267238,0.00012347322421875,"CH"
"329","SSp","VPL",0.223522968079781,0.2231783204,"CH"
